period,slice,model,n,dates,BA,MCC,Brier,up_recall,down_recall,pred_up,actual_up,mean_probability
validation,2018-09,old_semantic,57,19,0.42056650246305416,-0.15906300624662031,0.27543284879323016,0.39285714285714285,0.4482758620689655,0.47368421052631576,0.49122807017543857,0.4836884479856582
validation,2018-09,old_integrated,57,19,0.4913793103448276,-0.017241379310344827,0.25033581463891214,0.5,0.4827586206896552,0.5087719298245614,0.49122807017543857,0.4986581705692079
validation,2018-09,body,57,19,0.5283251231527094,0.05817474046899912,0.24694643796602234,0.6428571428571429,0.41379310344827586,0.6140350877192983,0.49122807017543857,0.523893104857683
validation,2018-09,semantic,57,19,0.5283251231527094,0.05817474046899912,0.24694643796602234,0.6428571428571429,0.41379310344827586,0.6140350877192983,0.49122807017543857,0.523893104857683
validation,2018-09,static,57,19,0.5283251231527094,0.05817474046899912,0.24694643796602234,0.6428571428571429,0.41379310344827586,0.6140350877192983,0.49122807017543857,0.523893104857683
validation,2018-09,gate,57,19,0.5283251231527094,0.05817474046899912,0.24694643796602234,0.6428571428571429,0.41379310344827586,0.6140350877192983,0.49122807017543857,0.523893104857683
validation,2018-09,gate_cal,57,19,0.5455665024630543,0.09286462911590067,0.2460303371782902,0.6428571428571429,0.4482758620689655,0.5964912280701754,0.49122807017543857,0.5178215030002167
validation,2018-09,primary_gate,57,19,0.5283251231527094,0.05817474046899912,0.24694643796602234,0.6428571428571429,0.41379310344827586,0.6140350877192983,0.49122807017543857,0.523893104857683
validation,2018-10,constant,69,23,0.5,0.0,0.25,1.0,0.0,1.0,0.30434782608695654,0.5
validation,2018-10,prior,69,23,0.5,0.0,0.27064602324802955,1.0,0.0,1.0,0.30434782608695654,0.5470941883767536
validation,2018-10,title,69,23,0.5074404761904762,0.014029896452114039,0.2776618745191803,0.6190476190476191,0.3958333333333333,0.6086956521739131,0.30434782608695654,0.5637028955173241
validation,2018-10,price,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
validation,2018-10,old_body,69,23,0.6517857142857142,0.28081384444437113,0.2418096795501927,0.7619047619047619,0.5416666666666666,0.5507246376811594,0.30434782608695654,0.5228977844494302
validation,2018-10,old_semantic,69,23,0.4553571428571429,-0.08815601984727771,0.3300590339312304,0.6190476190476191,0.2916666666666667,0.6811594202898551,0.30434782608695654,0.6179508673064144
validation,2018-10,old_integrated,69,23,0.5357142857142857,0.0657951694959769,0.256097973229077,0.5714285714285714,0.5,0.5217391304347826,0.30434782608695654,0.5321227124771989
validation,2018-10,body,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
validation,2018-10,semantic,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
validation,2018-10,static,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
validation,2018-10,gate,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
validation,2018-10,gate_cal,69,23,0.4732142857142857,-0.05050762722761054,0.26852046129711965,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.5447964596013195
validation,2018-10,primary_gate,69,23,0.4732142857142857,-0.05050762722761054,0.27438016255401454,0.5714285714285714,0.375,0.6086956521739131,0.30434782608695654,0.552228990551307
