CIK,ticker,issuer_name,training_period_SIC_evidence,derived_FF12_industry,industry_status,source,mapping_source,mapping_sha256
1523836,LITB,"LightInTheBox Holding Co., Ltd.","[{""filing_date"":""2018-03-28"",""accession"":""0001104659-18-020760"",""form"":""20-F"",""SIC"":5961,""FF12"":""Shops""},{""filing_date"":""2021-04-21"",""accession"":""0001104659-21-052843"",""form"":""20-F"",""SIC"":5961,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
716643,RGS,REGIS CORP,"[{""filing_date"":""2018-02-01"",""accession"":""0000716643-18-000012"",""form"":""10-Q"",""SIC"":7200,""FF12"":""Shops""},{""filing_date"":""2021-11-04"",""accession"":""0000716643-21-000068"",""form"":""10-Q"",""SIC"":7200,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
928465,DIT,AMCON DISTRIBUTING CO,"[{""filing_date"":""2018-01-18"",""accession"":""0001558370-18-000144"",""form"":""10-Q"",""SIC"":5141,""FF12"":""Shops""},{""filing_date"":""2021-11-08"",""accession"":""0001558370-21-015031"",""form"":""10-K"",""SIC"":5141,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
901491,PZZA,PAPA JOHNS INTERNATIONAL INC,"[{""filing_date"":""2018-02-27"",""accession"":""0001558370-18-001176"",""form"":""10-K"",""SIC"":5812,""FF12"":""Shops""},{""filing_date"":""2021-11-04"",""accession"":""0001558370-21-014437"",""form"":""10-Q"",""SIC"":5812,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1625414,BZUN,Baozun Inc.,"[{""filing_date"":""2018-04-11"",""accession"":""0001144204-18-020145"",""form"":""20-F"",""SIC"":5961,""FF12"":""Shops""},{""filing_date"":""2021-04-12"",""accession"":""0001104659-21-049360"",""form"":""20-F"",""SIC"":5961,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1665918,USFD,US Foods Holding Corp.,"[{""filing_date"":""2018-02-27"",""accession"":""0001564590-18-003495"",""form"":""10-K"",""SIC"":5140,""FF12"":""Shops""},{""filing_date"":""2021-11-08"",""accession"":""0001665918-21-000156"",""form"":""10-Q"",""SIC"":5140,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1524025,TLYS,"TILLY'S, INC.","[{""filing_date"":""2018-03-30"",""accession"":""0001628280-18-003874"",""form"":""10-K"",""SIC"":5600,""FF12"":""Shops""},{""filing_date"":""2021-12-07"",""accession"":""0001628280-21-024634"",""form"":""10-Q"",""SIC"":5600,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1639300,OLLI,"Ollie's Bargain Outlet Holdings, Inc.","[{""filing_date"":""2018-04-04"",""accession"":""0001140361-18-017136"",""form"":""10-K"",""SIC"":5331,""FF12"":""Shops""},{""filing_date"":""2021-12-07"",""accession"":""0001140361-21-040668"",""form"":""10-Q"",""SIC"":5331,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1573516,MUSA,Murphy USA Inc.,"[{""filing_date"":""2018-02-20"",""accession"":""0001573516-18-000010"",""form"":""10-K"",""SIC"":5500,""FF12"":""Shops""},{""filing_date"":""2021-10-28"",""accession"":""0001573516-21-000055"",""form"":""10-Q"",""SIC"":5500,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1177609,FIVE,"FIVE BELOW, INC","[{""filing_date"":""2018-03-22"",""accession"":""0001177609-18-000008"",""form"":""10-K"",""SIC"":5331,""FF12"":""Shops""},{""filing_date"":""2021-12-02"",""accession"":""0001177609-21-000033"",""form"":""10-Q"",""SIC"":5331,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1018724,AMZN,AMAZON COM INC,"[{""filing_date"":""2020-10-30"",""accession"":""0001018724-20-000030"",""form"":""10-Q"",""SIC"":5961,""FF12"":""Shops""},{""filing_date"":""2021-10-29"",""accession"":""0001018724-21-000028"",""form"":""10-Q"",""SIC"":5961,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1020710,DXPE,DXP ENTERPRISES INC,"[{""filing_date"":""2018-03-28"",""accession"":""0001140361-18-015469"",""form"":""10-K"",""SIC"":5084,""FF12"":""Shops""},{""filing_date"":""2021-12-09"",""accession"":""0001020710-21-000101"",""form"":""10-Q"",""SIC"":5084,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
104169,WMT,Walmart Inc.,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1579157,VNCE,VINCE HOLDING CORP.,"[{""filing_date"":""2018-04-25"",""accession"":""0001564590-18-009069"",""form"":""10-K"",""SIC"":5600,""FF12"":""Shops""},{""filing_date"":""2021-12-09"",""accession"":""0001564590-21-059908"",""form"":""10-Q"",""SIC"":5600,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
940944,DRI,DARDEN RESTAURANTS INC,"[{""filing_date"":""2018-10-02"",""accession"":""0000940944-18-000061"",""form"":""10-Q"",""SIC"":5812,""FF12"":""Shops""},{""filing_date"":""2021-10-05"",""accession"":""0000940944-21-000073"",""form"":""10-Q"",""SIC"":5812,""FF12"":""Shops""}]",Shops,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1712184,LILAK,Liberty Latin America Ltd.,"[{""filing_date"":""2018-05-08"",""accession"":""0001712184-18-000168"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""},{""filing_date"":""2021-11-02"",""accession"":""0001712184-21-000239"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
732717,TBB,AT&T INC.,[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1109116,EVC,ENTRAVISION COMMUNICATIONS CORP,"[{""filing_date"":""2018-03-30"",""accession"":""0001564590-18-007267"",""form"":""10-K"",""SIC"":4833,""FF12"":""Telcm""},{""filing_date"":""2021-11-05"",""accession"":""0000950170-21-003231"",""form"":""10-Q"",""SIC"":4833,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
78150,PHI,PLDT Inc.,"[{""filing_date"":""2018-04-05"",""accession"":""0001564590-18-007647"",""form"":""20-F"",""SIC"":4813,""FF12"":""Telcm""},{""filing_date"":""2021-04-23"",""accession"":""0001564590-21-020184"",""form"":""20-F"",""SIC"":4813,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
912892,TV,"GRUPO TELEVISA, S.A.B.","[{""filing_date"":""2018-04-30"",""accession"":""0001104659-18-028648"",""form"":""20-F"",""SIC"":4833,""FF12"":""Telcm""},{""filing_date"":""2021-04-30"",""accession"":""0001104659-21-059010"",""form"":""20-F"",""SIC"":4833,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1304492,ATEX,Anterix Inc.,"[{""filing_date"":""2018-02-06"",""accession"":""0001304492-18-000011"",""form"":""10-Q"",""SIC"":4813,""FF12"":""Telcm""},{""filing_date"":""2021-11-03"",""accession"":""0001562762-21-000405"",""form"":""10-Q"",""SIC"":4813,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1132924,CHT,CHUNGHWA TELECOM CO LTD,"[{""filing_date"":""2018-04-27"",""accession"":""0001564590-18-009423"",""form"":""20-F"",""SIC"":4812,""FF12"":""Telcm""},{""filing_date"":""2021-04-19"",""accession"":""0000950123-21-004659"",""form"":""20-F"",""SIC"":4812,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1071321,TKC,TURKCELL ILETISIM HIZMETLERI A S,"[{""filing_date"":""2018-03-22"",""accession"":""0001193125-18-092288"",""form"":""20-F"",""SIC"":4813,""FF12"":""Telcm""},{""filing_date"":""2021-04-26"",""accession"":""0001047469-21-001028"",""form"":""20-F"",""SIC"":4813,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1406666,CALX,"CALIX, INC","[{""filing_date"":""2018-03-14"",""accession"":""0001406666-18-000017"",""form"":""10-K"",""SIC"":4899,""FF12"":""Telcm""},{""filing_date"":""2021-10-26"",""accession"":""0001406666-21-000120"",""form"":""10-Q"",""SIC"":4899,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
2018064,TTGT,"TechTarget, Inc.",[],UNRESOLVED,INDUSTRY_UNRESOLVED,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1099160,BBGI,BEASLEY BROADCAST GROUP INC,"[{""filing_date"":""2018-02-20"",""accession"":""0001193125-18-050343"",""form"":""10-K"",""SIC"":4832,""FF12"":""Telcm""},{""filing_date"":""2021-11-05"",""accession"":""0001193125-21-321590"",""form"":""10-Q"",""SIC"":4832,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1509646,FENG,Phoenix New Media Ltd,"[{""filing_date"":""2018-04-26"",""accession"":""0001104659-18-026859"",""form"":""20-F"",""SIC"":4833,""FF12"":""Telcm""},{""filing_date"":""2021-04-28"",""accession"":""0001564590-21-021431"",""form"":""20-F"",""SIC"":4833,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1283699,TMUS,"T-Mobile US, Inc.","[{""filing_date"":""2020-05-06"",""accession"":""0001283699-20-000106"",""form"":""10-Q"",""SIC"":4812,""FF12"":""Telcm""},{""filing_date"":""2021-11-02"",""accession"":""0001283699-21-000169"",""form"":""10-Q"",""SIC"":4812,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1428439,ROKU,"ROKU, INC","[{""filing_date"":""2019-05-10"",""accession"":""0001564590-19-018520"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""},{""filing_date"":""2021-11-04"",""accession"":""0001564590-21-054545"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1091667,CHTR,"CHARTER COMMUNICATIONS, INC. /MO/","[{""filing_date"":""2018-04-27"",""accession"":""0001091667-18-000063"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""},{""filing_date"":""2021-10-29"",""accession"":""0001091667-21-000163"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1632127,CABO,"Cable One, Inc.","[{""filing_date"":""2018-03-01"",""accession"":""0001437749-18-003668"",""form"":""10-K"",""SIC"":4841,""FF12"":""Telcm""},{""filing_date"":""2021-11-05"",""accession"":""0001437749-21-025340"",""form"":""10-Q"",""SIC"":4841,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
1142417,NXST,"NEXSTAR MEDIA GROUP, INC.","[{""filing_date"":""2020-08-06"",""accession"":""0001564590-20-037661"",""form"":""10-Q"",""SIC"":4833,""FF12"":""Telcm""},{""filing_date"":""2021-11-03"",""accession"":""0001564590-21-053847"",""form"":""10-Q"",""SIC"":4833,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
43196,GTN-A,"GRAY MEDIA, INC","[{""filing_date"":""2018-02-27"",""accession"":""0001437749-18-003441"",""form"":""10-K"",""SIC"":4833,""FF12"":""Telcm""},{""filing_date"":""2021-11-04"",""accession"":""0001437749-21-025228"",""form"":""10-Q"",""SIC"":4833,""FF12"":""Telcm""}]",Telcm,INDUSTRY_STABLE,SEC filing submission headers accepted 2018-2021,Ken French SICcodes12.zip,d801141acf039f2e06e6d4d9ba2b3992e9747a1d82fabd53ef21da4a3af79fff
