CIK,company_id,ticker,issuer_name,provisional_FF12_industry,provisional_FF12_description,training_days,days_with_any_eligible_news,days_with_exact_time_news,days_with_date_only_news,news_coverage_fraction,article_count,unique_duplicate_group_count,publisher_count,body_available_record_count,title_only_record_count,exact_time_fraction,date_only_fraction,news_first_date,news_last_date,coverage_tier,industry_status,historical_industry,panel_eligible,selection_status,selection_reason
927003,CIK0000927003,AEIS,ADVANCED ENERGY INDUSTRIES INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,120,1,119,0.11904761904761904,342,169,10,246,96,0.005847953216374269,0.9941520467836257,2018-01-18,2021-12-20,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1047127,CIK0001047127,AMKR,"AMKOR TECHNOLOGY, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,122,2,122,0.12103174603174603,454,175,8,302,152,0.01762114537444934,0.9823788546255506,2018-01-04,2021-12-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1372612,CIK0001372612,BOX,BOX INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,125,0,125,0.12400793650793651,300,171,2,294,6,0.0,1.0,2018-02-07,2021-12-27,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
833640,CIK0000833640,POWI,POWER INTEGRATIONS INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,126,3,125,0.125,382,203,8,168,214,0.015706806282722512,0.9842931937172775,2018-02-01,2021-12-20,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1123799,CIK0001123799,WIT,WIPRO LTD,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,132,3,130,0.13095238095238096,426,211,11,202,224,0.014084507042253521,0.9859154929577465,2018-01-19,2021-12-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1002638,CIK0001002638,OTEX,OPEN TEXT CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,133,3,131,0.13194444444444445,381,187,11,137,244,0.015748031496062992,0.984251968503937,2018-01-31,2021-12-23,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1037646,CIK0001037646,MTD,METTLER TOLEDO INTERNATIONAL INC/,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,133,1,133,0.13194444444444445,391,172,7,179,212,0.005115089514066497,0.9948849104859335,2018-01-29,2021-12-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1342338,CIK0001342338,HIMX,"Himax Technologies, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,135,0,135,0.13392857142857142,342,178,1,336,6,0.0,1.0,2018-01-03,2021-12-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1459200,CIK0001459200,ALRM,"Alarm.com Holdings, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,136,0,136,0.1349206349206349,387,184,5,317,70,0.0,1.0,2018-01-18,2021-12-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1039399,CIK0001039399,FORM,FORMFACTOR INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,146,7,139,0.14484126984126985,566,243,12,192,374,0.024734982332155476,0.9752650176678446,2018-01-03,2021-12-21,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1408710,CIK0001408710,FN,Fabrinet,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,150,4,148,0.1488095238095238,640,254,17,208,432,0.01875,0.98125,2018-01-19,2021-12-30,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
65770,CIK0000065770,MVIS,"MICROVISION, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,152,5,148,0.15079365079365079,624,269,13,336,288,0.02564102564102564,0.9743589743589743,2018-01-18,2021-12-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1158114,CIK0001158114,AAOI,"APPLIED OPTOELECTRONICS, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,152,3,150,0.15079365079365079,566,254,18,230,336,0.024734982332155476,0.9752650176678446,2018-01-02,2021-11-17,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
926282,CIK0000926282,ADTN,"ADTRAN Holdings, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,155,3,152,0.15376984126984128,630,257,11,192,438,0.012698412698412698,0.9873015873015873,2018-01-03,2021-12-06,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1528396,CIK0001528396,GWRE,"Guidewire Software, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,155,4,153,0.15376984126984128,623,278,11,241,382,0.02247191011235955,0.9775280898876404,2018-01-02,2021-12-08,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1609711,CIK0001609711,GDDY,GoDaddy Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,155,0,155,0.15376984126984128,531,237,5,373,158,0.0,1.0,2018-01-15,2021-12-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1289308,CIK0001289308,ENS,EnerSys,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,156,5,153,0.15476190476190477,723,277,11,241,482,0.016597510373443983,0.983402489626556,2018-01-12,2021-12-15,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
917273,CIK0000917273,RMBS,RAMBUS INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,160,3,159,0.15873015873015872,582,288,15,224,358,0.01718213058419244,0.9828178694158075,2018-01-17,2021-12-13,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1441683,CIK0001441683,APPN,APPIAN CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,165,0,165,0.1636904761904762,402,222,4,368,34,0.0,1.0,2018-01-08,2021-12-19,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1005284,CIK0001005284,OLED,UNIVERSAL DISPLAY CORP \PA\,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,168,0,168,0.16666666666666666,317,209,0,317,0,0.0,1.0,2018-01-04,2021-12-31,MEDIUM,INDUSTRY_STABLE,BusEq,True,SELECTED,deterministic industry/tier rule
1280452,CIK0001280452,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,168,2,167,0.16666666666666666,483,230,13,195,288,0.016563146997929608,0.9834368530020704,2018-01-03,2021-12-29,MEDIUM,INDUSTRY_STABLE,BusEq,True,EXCLUDED,not highest deterministic priority within tier
1429764,CIK0001429764,BLNK,Blink Charging Co.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,170,1,169,0.16865079365079366,642,274,3,622,20,0.006230529595015576,0.9937694704049844,2018-03-02,2021-12-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1062579,CIK0001062579,DOX,AMDOCS LTD,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,171,5,170,0.16964285714285715,642,291,12,210,432,0.01557632398753894,0.9844236760124611,2018-01-17,2021-12-29,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1659166,CIK0001659166,FTV,Fortive Corp,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,172,0,172,0.17063492063492064,712,244,7,390,322,0.0,1.0,2018-01-02,2021-12-06,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1122904,CIK0001122904,NTGR,"NETGEAR, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,175,2,174,0.1736111111111111,795,345,12,321,474,0.012578616352201259,0.9874213836477987,2018-01-08,2021-11-22,MEDIUM,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1352010,CIK0001352010,EPAM,"EPAM Systems, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,179,3,177,0.1775793650793651,690,287,15,294,396,0.017391304347826087,0.9826086956521739,2018-01-04,2021-12-28,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1633978,CIK0001633978,LITE,Lumentum Holdings Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,181,6,180,0.17956349206349206,892,300,13,422,470,0.020179372197309416,0.9798206278026906,2018-01-02,2021-12-09,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1511737,CIK0001511737,UI,Ubiquiti Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,186,1,186,0.18452380952380953,635,270,6,451,184,0.009448818897637795,0.9905511811023622,2018-01-17,2021-12-17,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
817720,CIK0000817720,SYNA,SYNAPTICS Inc,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,189,3,187,0.1875,809,380,16,247,562,0.009888751545117428,0.9901112484548825,2018-01-04,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1591698,CIK0001591698,PCTY,Paylocity Holding Corp,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,192,4,190,0.19047619047619047,751,315,14,203,548,0.02663115845539281,0.9733688415446072,2018-01-03,2021-12-22,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
898293,CIK0000898293,JBL,JABIL INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,193,1,193,0.19146825396825398,943,371,18,379,564,0.0021208907741251328,0.9978791092258749,2018-01-12,2021-12-17,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1048695,CIK0001048695,FFIV,"F5, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,194,1,193,0.19246031746031747,832,302,7,550,282,0.002403846153846154,0.9975961538461539,2018-01-04,2021-12-17,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1133421,CIK0001133421,NOC,NORTHROP GRUMMAN CORP /DE/,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,197,0,197,0.19543650793650794,354,229,0,354,0,0.0,1.0,2018-01-01,2021-12-27,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1442145,CIK0001442145,VRSK,"Verisk Analytics, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,201,2,200,0.19940476190476192,830,305,13,322,508,0.014457831325301205,0.9855421686746988,2018-01-03,2021-12-28,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1477641,CIK0001477641,DQ,DAQO NEW ENERGY CORP.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,208,2,206,0.20634920634920634,873,347,13,537,336,0.011454753722794959,0.9885452462772051,2018-01-03,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1527636,CIK0001527636,ATHM,Autohome Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,211,3,209,0.20932539682539683,788,333,15,420,368,0.012690355329949238,0.9873096446700508,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1090872,CIK0001090872,A,"AGILENT TECHNOLOGIES, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,220,1,220,0.21825396825396826,888,352,14,410,478,0.01126126126126126,0.9887387387387387,2018-01-04,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1109354,CIK0001109354,BRKR,BRUKER CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,223,6,219,0.22123015873015872,798,336,15,222,576,0.020050125313283207,0.9799498746867168,2018-01-04,2021-12-22,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1058290,CIK0001058290,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,225,1,225,0.22321428571428573,1075,371,8,729,346,0.0018604651162790699,0.998139534883721,2018-01-03,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1107843,CIK0001107843,QLYS,"QUALYS, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,225,8,218,0.22321428571428573,802,369,11,302,500,0.02493765586034913,0.9750623441396509,2018-01-03,2021-12-15,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1632790,CIK0001632790,ENR,"ENERGIZER HOLDINGS, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,226,7,222,0.22420634920634921,991,454,17,343,648,0.024217961654894045,0.9757820383451059,2018-01-03,2021-12-20,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1013237,CIK0001013237,FDS,FACTSET RESEARCH SYSTEMS INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,228,4,228,0.2261904761904762,853,388,10,535,318,0.009378663540445486,0.9906213364595545,2018-01-09,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1288847,CIK0001288847,FIVN,"Five9, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,229,2,228,0.22718253968253968,1011,433,14,497,514,0.005934718100890208,0.9940652818991098,2018-01-08,2021-12-31,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1650372,CIK0001650372,TEAM,Atlassian Corp,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,232,0,232,0.23015873015873015,777,360,8,537,240,0.0,1.0,2018-01-03,2021-12-21,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1313310,CIK0001313310,GRVY,"GRAVITY Co., Ltd.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,241,3,239,0.2390873015873016,548,306,8,386,162,0.010948905109489052,0.9890510948905109,2018-01-18,2021-12-21,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1481513,CIK0001481513,JKS,"JinkoSolar Holding Co., Ltd.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,252,4,250,0.25,1451,470,15,751,700,0.006891798759476223,0.9931082012405238,2018-01-04,2021-12-02,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1280263,CIK0001280263,AMBA,AMBARELLA INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,268,8,263,0.26587301587301587,1177,500,18,685,492,0.018691588785046728,0.9813084112149533,2018-01-03,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1049521,CIK0001049521,MRCY,MERCURY SYSTEMS INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,269,4,268,0.26686507936507936,1132,457,13,392,740,0.014134275618374558,0.9858657243816255,2018-01-03,2021-12-28,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1384905,CIK0001384905,RNG,"RingCentral, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,274,7,270,0.2718253968253968,1245,530,20,365,880,0.011244979919678716,0.9887550200803212,2018-01-01,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1097864,CIK0001097864,ON,ON SEMICONDUCTOR CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,282,5,281,0.27976190476190477,1281,455,11,1051,230,0.0078064012490242,0.9921935987509758,2018-01-02,2021-12-27,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1404655,CIK0001404655,HUBS,HUBSPOT INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,283,1,283,0.28075396825396826,1199,534,16,449,750,0.010008340283569641,0.9899916597164303,2018-01-03,2021-12-22,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
882835,CIK0000882835,ROP,ROPER TECHNOLOGIES INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,301,3,300,0.2986111111111111,1177,497,12,595,582,0.006796941376380629,0.9932030586236194,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1375877,CIK0001375877,CSIQ,Canadian Solar Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,312,4,310,0.30952380952380953,1800,639,18,980,820,0.008888888888888889,0.9911111111111112,2018-01-04,2021-12-23,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1024478,CIK0001024478,ROK,"ROCKWELL AUTOMATION, INC",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,315,1,314,0.3125,1440,570,14,576,864,0.002777777777777778,0.9972222222222222,2018-01-09,2021-12-01,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
936395,CIK0000936395,CIEN,CIENA CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,323,5,322,0.32043650793650796,1734,677,23,676,1058,0.0196078431372549,0.9803921568627451,2018-01-02,2021-12-31,HIGH,INDUSTRY_STABLE,BusEq,True,EXCLUDED,not highest deterministic priority within tier
1336920,CIK0001336920,LDOS,"Leidos Holdings, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,324,7,322,0.32142857142857145,1288,579,16,388,900,0.012422360248447204,0.9875776397515528,2018-01-02,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1571996,CIK0001571996,DELL,Dell Technologies Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,341,5,337,0.3382936507936508,1637,551,12,1021,616,0.023213194868662187,0.9767868051313379,2018-01-05,2021-12-23,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1645590,CIK0001645590,HPE,Hewlett Packard Enterprise Co,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,342,1,341,0.3392857142857143,1382,597,10,1246,136,0.001447178002894356,0.9985528219971056,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1110646,CIK0001110646,NTES,"NetEase, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,345,5,343,0.34226190476190477,1454,613,15,714,740,0.013755158184319119,0.9862448418156808,2018-01-01,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1121788,CIK0001121788,GRMN,GARMIN LTD,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,349,8,346,0.3462301587301587,1710,670,16,880,830,0.011695906432748537,0.9883040935672515,2018-01-04,2021-12-20,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1067491,CIK0001067491,INFY,Infosys Ltd,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,352,5,350,0.3492063492063492,1672,676,19,686,986,0.007177033492822967,0.992822966507177,2018-01-05,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1835632,CIK0001835632,MRVL,"Marvell Technology, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,372,4,371,0.36904761904761907,1597,679,22,963,634,0.005009392611145898,0.9949906073888541,2018-01-04,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1002047,CIK0001002047,NTAP,"NetApp, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,375,4,373,0.37202380952380953,2071,850,19,953,1118,0.006760019314340898,0.9932399806856591,2018-01-02,2021-12-23,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1514416,CIK0001514416,BAND,Bandwidth Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,377,2,376,0.3740079365079365,815,520,8,763,52,0.0049079754601227,0.9950920245398773,2018-01-02,2021-12-31,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1660134,CIK0001660134,OKTA,"Okta, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,383,0,383,0.37996031746031744,1376,601,1,1308,68,0.0,1.0,2018-01-16,2021-12-22,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1526520,CIK0001526520,TRIP,"TripAdvisor, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,384,1,383,0.38095238095238093,2002,803,27,1086,916,0.000999000999000999,0.999000999000999,2018-01-06,2021-12-31,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1274494,CIK0001274494,FSLR,"FIRST SOLAR, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,387,4,386,0.38392857142857145,1987,717,28,1339,648,0.007045797684952189,0.9929542023150478,2018-01-03,2021-12-17,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
4127,CIK0000004127,SWKS,"SKYWORKS SOLUTIONS, INC.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,393,3,392,0.3898809523809524,1396,599,9,1154,242,0.004297994269340974,0.995702005730659,2018-01-02,2021-12-28,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1596532,CIK0001596532,ANET,"Arista Networks, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,398,2,398,0.3948412698412698,1975,802,15,1107,868,0.00810126582278481,0.9918987341772152,2018-01-03,2021-12-31,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1393052,CIK0001393052,VEEV,VEEVA SYSTEMS INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,408,3,408,0.40476190476190477,2108,919,21,1198,910,0.003795066413662239,0.9962049335863378,2018-01-09,2021-12-23,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1463101,CIK0001463101,ENPH,"Enphase Energy, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,412,2,411,0.4087301587301587,1970,741,17,1330,640,0.003045685279187817,0.9969543147208122,2018-01-11,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1327811,CIK0001327811,WDAY,"Workday, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,424,2,423,0.42063492063492064,2545,1021,24,1351,1194,0.004715127701375246,0.9952848722986247,2018-01-02,2021-12-22,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
946581,CIK0000946581,TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,437,0,437,0.43353174603174605,1609,815,4,1547,62,0.0,1.0,2018-01-02,2021-12-20,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1373715,CIK0001373715,NOW,"ServiceNow, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,445,3,445,0.44146825396825395,2460,922,21,982,1478,0.0024390243902439024,0.9975609756097561,2018-01-04,2021-12-27,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1262039,CIK0001262039,FTNT,"Fortinet, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,456,6,454,0.4523809523809524,2426,942,20,1164,1262,0.00494641384995878,0.9950535861500412,2018-01-01,2021-12-31,HIGH,INDUSTRY_STABLE,BusEq,True,SELECTED,deterministic industry/tier rule
1447669,CIK0001447669,TWLO,TWILIO INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,467,2,465,0.4632936507936508,2048,852,12,1656,392,0.001953125,0.998046875,2018-01-02,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
47217,CIK0000047217,HPQ,HP INC,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,469,2,468,0.4652777777777778,2087,901,13,1807,280,0.003833253473885961,0.996166746526114,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1327567,CIK0001327567,PANW,Palo Alto Networks Inc,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,497,1,497,0.4930555555555556,2691,1094,19,1425,1266,0.005202526941657376,0.9947974730583427,2018-01-01,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1070235,CIK0001070235,BB,BLACKBERRY Ltd,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,520,4,518,0.5158730158730159,3172,1314,29,2226,946,0.0031525851197982345,0.9968474148802018,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1046179,CIK0001046179,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,568,0,568,0.5634920634920635,2738,1117,9,2386,352,0.0,1.0,2018-01-10,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
804328,CIK0000804328,QCOM,QUALCOMM INC/DE,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,573,0,573,0.5684523809523809,2073,1018,2,2069,4,0.0,1.0,2018-01-04,2021-12-31,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1730168,CIK0001730168,AVGO,Broadcom Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,648,7,647,0.6428571428571429,5793,2012,31,2041,3752,0.005178663904712584,0.9948213360952874,2018-01-02,2021-12-21,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1610601,CIK0001610601,MOMO,Hello Group Inc.,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,666,0,666,0.6607142857142857,2559,1778,7,2231,328,0.0,1.0,2018-01-04,2021-12-27,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
51143,CIK0000051143,IBM,INTERNATIONAL BUSINESS MACHINES CORP,BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,678,0,678,0.6726190476190477,3011,1475,4,2679,332,0.0,1.0,2018-01-01,2021-12-31,HIGH,INDUSTRY_STABLE,BusEq,True,SELECTED,deterministic industry/tier rule
1604778,CIK0001604778,QRVO,"Qorvo, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,696,13,693,0.6904761904761905,3847,1616,28,2069,1778,0.0072783987522745,0.9927216012477255,2018-01-04,2021-12-29,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
1329099,CIK0001329099,BIDU,"Baidu, Inc.",BusEq,"Business Equipment -- Computers, Software, and Electronic Equipment",1008,711,2,711,0.7053571428571429,4435,1826,26,3137,1298,0.0009019165727170237,0.999098083427283,2018-01-02,2021-12-30,HIGH,NOT_VALIDATED,,False,EXCLUDED,industry validation/eligibility failed
