symbol,first_date,last_date,trading_rows,rows_2018_2023,missing_ohlcv_rows,missing_ohlcv_rate,duplicate_dates,non_monotonic_dates,invalid_ohlc_rows,adjusted_close_available_fraction,price_eligible_2018_2023
AMPY,2012-04-20,2023-12-28,2942,1508,0,0.0,0,0,0,1.0,1
HFBL,2007-06-20,2020-04-01,3219,566,0,0.0,0,0,0,1.0,0
QMJ,2020-02-11,2020-07-02,94,94,0,0.0,0,0,0,1.0,0
SUN,2012-09-20,2023-12-28,2836,1508,0,0.0,0,0,0,1.0,1
FNK,2011-04-20,2023-12-28,3194,1508,0,0.0,0,0,0,1.0,1
AVEO,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
HCC,2017-04-11,2020-04-01,749,566,0,0.0,0,0,0,1.0,0
BIZD,2013-02-12,2023-12-28,2739,1508,0,0.0,0,0,0,1.0,1
USMV,2011-10-20,2023-12-28,3067,1508,0,0.0,0,0,0,1.0,1
IDIV,2018-02-14,2020-07-02,430,430,0,0.0,0,0,0,1.0,0
ICLK,2017-12-21,2020-07-02,636,630,0,0.0,0,0,0,1.0,0
IMAC,2019-02-13,2020-07-02,350,350,0,0.0,0,0,0,1.0,0
COFS,2001-06-21,2023-12-28,5667,1508,1,0.0001764602082230457,0,0,1,0.999823539791777,0
MCRI,1993-08-06,2020-04-01,6712,566,0,0.0,0,0,0,1.0,0
BBIN,2019-12-09,2020-07-02,131,131,0,0.0,0,0,0,1.0,0
EKAR,2018-02-13,2020-07-02,508,508,0,0.0,0,0,0,1.0,0
SGMO,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
CTRA,1990-02-08,2023-12-28,8537,1508,0,0.0,0,0,0,1.0,1
SWKS,1984-09-07,2023-12-28,9907,1508,0,0.0,0,0,0,1.0,1
USOI,2017-06-26,2020-07-02,658,566,0,0.0,0,0,0,1.0,0
CHAQ,2020-06-22,2020-07-02,8,8,0,0.0,0,0,0,1.0,0
FRPT,2014-11-07,2023-12-28,2300,1508,0,0.0,0,0,0,1.0,1
ALACR,2012-03-08,2020-07-02,826,2,0,0.0,0,0,0,1.0,0
ALYA,1996-09-27,2020-04-01,5917,566,0,0.0,0,0,0,1.0,0
ZGNX,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
RCKT,2015-02-18,2023-12-28,2232,1508,0,0.0,0,0,0,1.0,1
UCHF,2017-12-12,2020-07-02,376,372,0,0.0,0,0,0,1.0,0
WBT,2016-03-08,2020-07-02,1089,630,0,0.0,0,0,0,1.0,0
SPMB,2009-01-30,2023-12-28,3754,1508,0,0.0,0,0,0,1.0,1
TBPH,2014-05-16,2023-12-28,2422,1508,0,0.0,0,0,0,1.0,1
UCIB,2015-10-09,2023-12-28,2069,1508,0,0.0,0,0,0,1.0,1
NMY,1993-03-18,2020-07-02,6874,630,0,0.0,0,0,0,1.0,0
PPSI,2013-05-03,2020-06-19,1439,562,0,0.0,0,0,0,1.0,0
MFNC,2000-03-17,2020-07-02,5106,630,0,0.0,0,0,0,1.0,0
GEL,1996-11-27,2023-12-28,6816,1508,0,0.0,0,0,0,1.0,1
IHD,2011-04-28,2020-06-19,2302,621,0,0.0,0,0,0,1.0,0
FRSX,2017-06-15,2023-12-28,1646,1508,0,0.0,0,0,0,1.0,1
LPTH,1996-02-22,2023-12-28,7011,1508,0,0.0,0,0,0,1.0,1
PFM,2005-09-15,2023-12-28,4603,1508,0,0.0,0,0,0,1.0,1
LEAF,2011-01-27,2020-07-02,2374,630,0,0.0,0,0,0,1.0,0
PREF,2017-07-06,2023-12-28,1632,1508,0,0.0,0,0,0,1.0,1
ENPH,2012-03-30,2023-12-28,2956,1508,0,0.0,0,0,0,1.0,1
NCR,1996-12-11,2020-07-02,5929,630,0,0.0,0,0,0,1.0,0
JHMI,2016-08-18,2020-07-02,813,582,0,0.0,0,0,0,1.0,0
ITCI,2014-01-07,2020-07-02,1634,630,0,0.0,0,0,0,1.0,0
GMOM,2015-01-02,2023-12-28,2258,1508,0,0.0,0,0,0,1.0,1
HWCC,2006-06-15,2020-04-01,3473,566,0,0.0,0,0,0,1.0,0
BWZ,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
BTA,2006-02-27,2023-12-28,4491,1508,0,0.0,0,0,0,1.0,1
KNSA,2018-05-24,2023-12-28,1409,1409,0,0.0,0,0,0,1.0,0
BEAT,2008-03-19,2023-12-28,3630,1165,0,0.0,0,0,0,1.0,1
GIX,1999-09-27,2020-07-02,4857,261,0,0.0,0,0,1,1.0,0
MHLD,2008-05-06,2020-07-02,3060,630,0,0.0,0,0,0,1.0,0
IEC,1993-02-12,2020-07-02,6897,630,0,0.0,0,0,0,1.0,0
NOVA,2019-07-25,2023-12-28,1116,1116,0,0.0,0,0,0,1.0,0
OIIM,2000-08-31,2020-07-02,4990,630,0,0.0,0,0,0,1.0,0
LYRA,2020-05-01,2023-12-28,922,922,0,0.0,0,0,0,1.0,0
apei,2007-11-09,2023-12-28,4061,1508,0,0.0,0,0,0,1.0,1
NAZ,1992-11-19,2023-12-28,7833,1508,0,0.0,0,0,0,1.0,1
GLADL,2019-10-15,2020-06-29,170,170,0,0.0,0,0,0,1.0,0
UTL,1985-03-07,2023-12-28,9782,1508,0,0.0,0,0,928,1.0,0
NXTD,2013-08-23,2020-07-02,1721,630,0,0.0,0,0,0,1.0,0
GJT,2007-08-01,2023-12-28,4132,1508,0,0.0,0,0,0,1.0,1
CFCV,2020-06-02,2020-07-02,22,22,0,0.0,0,0,0,1.0,0
MARK,2003-06-10,2020-07-02,4297,630,0,0.0,0,0,0,1.0,0
UBA,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
BPOP,1980-03-17,2023-12-28,11041,1508,1,9.057150620414818e-05,0,0,1889,0.9999094284937958,0
NOAH,2010-11-10,2023-12-28,3305,1508,0,0.0,0,0,0,1.0,1
IQIN,2018-12-13,2020-07-02,261,261,0,0.0,0,0,0,1.0,0
EGF,2005-10-27,2020-04-01,3631,566,0,0.0,0,0,0,1.0,0
xtnt,2010-07-01,2023-12-28,3397,1508,0,0.0,0,0,0,1.0,1
ENFR,2013-11-01,2023-12-28,2556,1508,0,0.0,0,0,0,1.0,1
EYES,2014-11-19,2020-07-02,1414,630,0,0.0,0,0,0,1.0,0
PGHY,2013-06-21,2023-12-28,2649,1508,0,0.0,0,0,0,1.0,1
ALCO,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,0,1.0,1
TRNE,2019-05-03,2020-07-02,246,246,0,0.0,0,0,0,1.0,0
ICUI,1992-03-31,2020-04-01,7054,566,0,0.0,0,0,0,1.0,0
spus,2019-12-18,2023-12-28,1014,1014,0,0.0,0,0,0,1.0,0
NVS,1996-11-07,2023-12-28,6830,1508,0,0.0,0,0,0,1.0,1
MCHP,1993-03-19,2020-07-02,6873,630,0,0.0,0,0,0,1.0,0
PBTS,2019-04-02,2023-12-28,1195,1195,0,0.0,0,0,0,1.0,0
BBL,2003-06-25,2020-04-01,4222,566,0,0.0,0,0,0,1.0,0
CDNS,1987-06-10,2023-12-28,9212,1508,0,0.0,0,0,703,1.0,0
VCLT,2009-11-23,2023-12-28,3548,1508,0,0.0,0,0,0,1.0,1
BPMX,2013-02-14,2020-04-01,1794,566,0,0.0,0,0,0,1.0,0
KURE,2018-02-01,2023-12-28,1487,1487,0,0.0,0,0,0,1.0,0
NVMI,2000-04-11,2023-12-28,5967,1508,0,0.0,0,0,0,1.0,1
EFU,2007-10-25,2023-12-28,4072,1508,0,0.0,0,0,0,1.0,1
IPB,2004-01-20,2020-07-02,3136,482,0,0.0,0,0,0,1.0,0
BCH,2002-08-02,2023-12-28,5389,1508,0,0.0,0,0,0,1.0,1
ARKW,2014-09-30,2020-07-02,1446,630,0,0.0,0,0,0,1.0,0
MKC-V,2003-10-09,2020-07-02,3517,577,0,0.0,0,0,0,1.0,0
FUNC,1992-09-03,2023-12-28,7887,1508,0,0.0,0,0,0,1.0,1
CMDY,2018-04-05,2020-07-02,448,448,0,0.0,0,0,0,1.0,0
KRYS,2017-09-20,2023-12-28,1579,1508,0,0.0,0,0,0,1.0,1
MTEM,2005-02-04,2023-12-28,4757,1508,0,0.0,0,0,0,1.0,1
UNB,1999-08-09,2023-12-28,6138,1508,0,0.0,0,0,0,1.0,1
spxt,2015-09-24,2023-12-28,2080,1508,0,0.0,0,0,0,1.0,1
HYTR,2020-01-22,2020-07-02,114,114,0,0.0,0,0,0,1.0,0
vsgx,2018-09-20,2023-12-28,1327,1327,0,0.0,0,0,0,1.0,0
CORV,2003-07-15,2020-04-01,4209,566,0,0.0,0,0,0,1.0,0
ARDX,2014-06-19,2023-12-28,2399,1508,0,0.0,0,0,0,1.0,1
BNO,2010-06-02,2023-12-28,3418,1508,0,0.0,0,0,0,1.0,1
SPXC,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1334,1.0,0
TUES,1999-04-22,2020-07-02,5335,630,0,0.0,0,0,0,1.0,0
PTVCA,1980-03-17,2020-07-02,3551,461,0,0.0,0,0,664,1.0,0
PSL,2006-10-12,2023-12-28,4332,1508,0,0.0,0,0,0,1.0,1
RHS,2006-11-07,2020-07-02,3207,630,0,0.0,0,0,0,1.0,0
EHI,2003-07-29,2023-12-28,5141,1508,0,0.0,0,0,0,1.0,1
GSV,2012-06-08,2020-07-02,2030,630,0,0.0,0,0,0,1.0,0
GPM,2005-08-26,2020-07-02,3738,630,0,0.0,0,0,0,1.0,0
EIM,2002-08-28,2023-12-28,5371,1508,0,0.0,0,0,0,1.0,1
LIND,2013-07-03,2023-12-28,2641,1508,0,0.0,0,0,0,1.0,1
BILI,2018-03-28,2023-12-28,1449,1449,0,0.0,0,0,0,1.0,0
PRH,2013-03-27,2023-12-28,2167,971,0,0.0,0,0,0,1.0,1
AKO-B,1997-04-07,2023-12-28,6728,1508,0,0.0,0,0,0,1.0,1
DTEA,2013-12-16,2020-07-02,1506,630,0,0.0,0,0,0,1.0,0
AEGN,1981-12-03,2020-06-19,9719,621,0,0.0,0,0,1700,1.0,0
SRAC,2020-01-02,2020-07-02,59,59,0,0.0,0,0,0,1.0,0
IVAC,1995-11-21,2020-07-02,6196,630,0,0.0,0,0,0,1.0,0
LBC,2001-12-26,2020-06-19,4328,621,0,0.0,0,0,2,1.0,0
ARGT,2011-03-03,2023-12-28,3228,1508,0,0.0,0,0,0,1.0,1
FWONK,2014-07-08,2023-12-28,2387,1508,0,0.0,0,0,0,1.0,1
PSN,2015-02-19,2023-12-28,1175,1170,0,0.0,0,0,0,1.0,1
XMMO,2005-03-03,2023-12-28,4739,1508,0,0.0,0,0,0,1.0,1
FLNT,2007-12-28,2023-12-28,4028,1508,0,0.0,0,0,0,1.0,1
MTEX,1999-02-16,2023-12-28,6259,1508,0,0.0,0,0,0,1.0,1
LAZ,2005-05-05,2020-07-02,3817,630,0,0.0,0,0,0,1.0,0
CCEP,1986-11-24,2023-12-28,9348,1508,0,0.0,0,0,0,1.0,1
MMIN,2017-10-18,2020-07-02,452,446,0,0.0,0,0,0,1.0,0
WWW,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1204,1.0,0
ulh,2005-02-11,2023-12-28,4752,1508,0,0.0,0,0,0,1.0,1
DTEC,2017-12-29,2023-12-28,1509,1508,0,0.0,0,0,0,1.0,1
RJN,2007-10-19,2020-07-02,3126,575,0,0.0,0,0,0,1.0,0
ABCB,1994-05-19,2023-12-28,7456,1508,0,0.0,0,0,0,1.0,1
MSCI,2007-11-15,2023-12-28,4057,1508,0,0.0,0,0,0,1.0,1
IFEU,2007-12-27,2020-07-02,2970,623,0,0.0,0,0,0,1.0,0
GSC,2007-12-27,2020-06-18,3115,594,0,0.0,0,0,0,1.0,0
GPX,1980-05-08,2020-04-01,10061,566,0,0.0,0,0,2910,1.0,0
CHTR,2010-01-05,2023-12-28,3520,1508,0,0.0,0,0,0,1.0,1
HUBG,1996-03-13,2023-12-28,6997,1508,0,0.0,0,0,0,1.0,1
LCR,2007-06-15,2023-12-28,1572,1003,0,0.0,0,0,0,1.0,1
CORT,2004-04-14,2020-04-01,4020,566,0,0.0,0,0,0,1.0,0
BMA,2006-03-27,2023-12-28,4471,1508,0,0.0,0,0,0,1.0,1
VSDA,2017-04-18,2023-12-28,1687,1508,0,0.0,0,0,0,1.0,1
ORGS,2010-07-28,2023-12-28,3050,1508,1,0.0003278688524590164,0,0,1,0.9996721311475409,0
SPXV,2015-09-24,2023-12-28,2080,1508,0,0.0,0,0,0,1.0,1
FLMX,2017-11-06,2020-07-02,499,475,0,0.0,0,0,0,1.0,0
pnov,2019-11-01,2023-12-28,1046,1046,0,0.0,0,0,0,1.0,0
MTGP,2019-11-18,2020-07-02,144,144,0,0.0,0,0,0,1.0,0
BLE,2002-07-30,2023-12-28,5392,1508,0,0.0,0,0,0,1.0,1
MORF,2019-06-27,2023-12-28,1135,1135,0,0.0,0,0,0,1.0,0
EIX,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,1684,1.0,0
KDP,2008-05-07,2020-06-19,3052,621,0,0.0,0,0,0,1.0,0
HIPS,2015-01-09,2023-12-28,2258,1508,0,0.0,0,0,0,1.0,1
RGI,2015-01-02,2020-07-02,1384,630,0,0.0,0,0,0,1.0,0
OUNZ,2014-05-16,2023-12-28,2422,1508,0,0.0,0,0,0,1.0,1
EGOV,1999-07-15,2020-07-02,5277,630,0,0.0,0,0,0,1.0,0
BBN,2010-08-30,2023-12-28,3356,1508,0,0.0,0,0,0,1.0,1
CASH,1993-09-20,2023-12-28,7625,1508,1,0.00013114754098360657,0,0,1,0.9998688524590164,0
UBT,2010-01-21,2023-12-28,3509,1508,0,0.0,0,0,0,1.0,1
AGRO,2011-01-28,2023-12-28,3251,1508,0,0.0,0,0,0,1.0,1
EPOL,2010-05-26,2023-12-28,3422,1508,0,0.0,0,0,0,1.0,1
LBRT,2018-01-11,2020-07-02,623,623,0,0.0,0,0,0,1.0,0
NSPR,2011-04-12,2023-12-28,3200,1508,0,0.0,0,0,0,1.0,1
LNDC,1996-02-15,2020-06-19,6128,621,0,0.0,0,0,0,1.0,0
DARE,2014-04-10,2023-12-28,2447,1508,0,0.0,0,0,0,1.0,1
LGLV,2013-02-21,2023-12-28,2733,1508,0,0.0,0,0,0,1.0,1
TRMK,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,2106,1.0,0
CSLT,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
REV,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
PACQW,2018-05-30,2020-07-02,287,287,0,0.0,0,0,0,1.0,0
AGRX,2014-05-23,2023-12-28,2417,1508,0,0.0,0,0,0,1.0,1
BBY,1985-04-18,2023-12-28,9753,1508,0,0.0,0,0,1,1.0,0
BAB,2009-11-17,2023-12-28,3552,1508,0,0.0,0,0,0,1.0,1
EBR-B,1996-10-24,2023-12-28,6223,1508,0,0.0,0,0,2,1.0,0
NTN,1991-08-29,2020-07-02,7039,611,0,0.0,0,0,176,1.0,0
BYFC,1996-01-09,2023-12-28,7042,1508,0,0.0,0,0,0,1.0,1
BNSO,1989-06-27,2020-07-02,7807,621,0,0.0,0,0,0,1.0,0
IMMU,1984-04-12,2020-07-02,9085,630,0,0.0,0,0,1457,1.0,0
QABA,2009-07-01,2023-12-28,3649,1508,0,0.0,0,0,0,1.0,1
CVGW,2002-07-22,2023-12-28,5398,1508,0,0.0,0,0,0,1.0,1
IEA,2009-12-11,2020-07-02,2651,630,0,0.0,0,0,2,1.0,0
EPM,1996-04-11,2023-12-28,6977,1508,0,0.0,0,0,0,1.0,1
GIM,1988-03-17,2023-12-28,9017,1508,0,0.0,0,0,0,1.0,1
CHMG,1999-01-04,2023-12-28,6288,1508,0,0.0,0,0,0,1.0,1
IDE,2010-02-02,2020-06-19,2614,621,0,0.0,0,0,0,1.0,0
EPZM,2013-05-31,2020-07-02,1786,630,0,0.0,0,0,0,1.0,0
BTT,2012-08-30,2023-12-28,2850,1508,0,0.0,0,0,0,1.0,1
BUG,2015-01-06,2023-12-28,1074,1046,0,0.0,0,0,0,1.0,1
HYLV,2017-02-17,2020-07-02,811,602,0,0.0,0,0,0,1.0,0
IEV,2000-07-28,2020-06-19,5005,621,0,0.0,0,0,0,1.0,0
ISEM,2018-09-13,2020-07-02,356,356,0,0.0,0,0,0,1.0,0
LEAD,2016-01-06,2023-12-28,2009,1508,0,0.0,0,0,0,1.0,1
NOVT,1999-03-24,2023-12-28,6233,1508,0,0.0,0,0,0,1.0,1
PHD,2004-12-23,2023-12-28,4786,1508,0,0.0,0,0,0,1.0,1
PIPR,2004-01-02,2020-06-19,4145,621,0,0.0,0,0,0,1.0,0
ALTS,2015-01-02,2020-07-02,1305,557,0,0.0,0,0,0,1.0,0
PEGA,1996-07-19,2023-12-28,6908,1508,0,0.0,0,0,0,1.0,1
IGI,2009-07-01,2020-04-01,2707,566,0,0.0,0,0,0,1.0,0
BWX,2007-10-11,2023-12-28,4082,1508,0,0.0,0,0,0,1.0,1
FYLD,2013-12-03,2023-12-28,2535,1508,0,0.0,0,0,0,1.0,1
AGGY,2015-07-09,2023-12-28,2134,1508,0,0.0,0,0,0,1.0,1
SPBO,2011-04-07,2023-12-28,3203,1508,0,0.0,0,0,0,1.0,1
pulm,2014-03-21,2023-12-28,2461,1508,0,0.0,0,0,0,1.0,1
BZH,1994-02-23,2023-12-28,7515,1508,0,0.0,0,0,0,1.0,1
usmc,2017-10-12,2023-12-28,1563,1508,0,0.0,0,0,0,1.0,1
SURF,2018-04-19,2020-07-02,556,556,0,0.0,0,0,0,1.0,0
PDP,2007-03-01,2020-06-19,3351,621,0,0.0,0,0,0,1.0,0
BROG,2018-07-13,2023-12-28,1375,1375,0,0.0,0,0,0,1.0,0
VALT,2019-10-09,2020-07-02,169,169,0,0.0,0,0,0,1.0,0
SUSB,2017-07-05,2023-12-28,1630,1508,0,0.0,0,0,0,1.0,1
CSTR,2016-09-22,2023-12-28,1829,1508,0,0.0,0,0,0,1.0,1
CSWI,2015-09-30,2023-12-28,2076,1508,0,0.0,0,0,0,1.0,1
PFO,1992-02-06,2020-06-19,7145,621,0,0.0,0,0,0,1.0,0
IHF,2006-05-05,2020-07-02,3565,630,0,0.0,0,0,0,1.0,0
RCII,1995-01-25,2020-07-02,6399,630,0,0.0,0,0,0,1.0,0
GEN,1989-06-23,2023-12-28,8696,1508,0,0.0,0,0,186,1.0,0
CHAD,2015-06-17,2020-07-02,1271,630,0,0.0,0,0,0,1.0,0
XSPA,2015-01-20,2020-07-02,577,485,0,0.0,0,0,0,1.0,0
CCRN,2001-10-25,2023-12-28,5582,1508,0,0.0,0,0,0,1.0,1
CXDC,2007-10-04,2020-07-02,3209,630,0,0.0,0,0,0,1.0,0
YGRN,2019-04-10,2020-07-01,116,116,0,0.0,0,0,0,1.0,0
FLXN,2014-02-12,2020-04-01,1545,566,0,0.0,0,0,0,1.0,0
GCOW,2016-02-23,2020-06-19,1089,621,0,0.0,0,0,0,1.0,0
TUSK,2016-10-14,2023-12-28,1813,1508,0,0.0,0,0,0,1.0,1
ltl,2008-05-22,2023-12-28,3928,1508,0,0.0,0,0,0,1.0,1
BYD,1993-10-15,2023-12-28,7605,1508,0,0.0,0,0,0,1.0,1
WBA,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1338,1.0,0
MVIN,2007-12-17,2020-07-02,783,543,0,0.0,0,0,0,1.0,0
IQSU,2019-12-17,2020-07-02,72,72,0,0.0,0,0,0,1.0,0
DAIO,1989-01-03,2023-12-28,8816,1508,0,0.0,0,0,310,1.0,0
SUPN,2012-05-01,2023-12-28,2935,1508,0,0.0,0,0,0,1.0,1
MSUS,2018-04-04,2020-06-25,235,235,0,0.0,0,0,0,1.0,0
CSTE,2012-03-22,2020-07-02,2084,630,0,0.0,0,0,0,1.0,0
CTRC,1991-02-08,2020-04-01,7342,566,0,0.0,0,0,335,1.0,0
DSTL,2018-10-24,2020-07-02,418,418,0,0.0,0,0,0,1.0,0
DDWM,2016-02-04,2023-12-28,1989,1508,0,0.0,0,0,0,1.0,1
LVS,2004-12-15,2023-12-28,4792,1508,0,0.0,0,0,0,1.0,1
QTWO,2014-03-20,2023-12-28,2462,1508,0,0.0,0,0,0,1.0,1
NML,2013-03-26,2023-12-28,2710,1508,0,0.0,0,0,0,1.0,1
CRT,1992-02-28,2023-12-28,8019,1508,1,0.00012470382840753212,0,0,1,0.9998752961715924,0
ODC,1980-03-19,2023-12-28,11038,1508,0,0.0,0,0,1571,1.0,0
MYOV,2016-10-27,2020-07-02,926,630,0,0.0,0,0,0,1.0,0
ESGR,1997-04-01,2023-12-28,6732,1508,0,0.0,0,0,0,1.0,1
GNPX,2018-03-29,2023-12-28,1448,1448,0,0.0,0,0,0,1.0,0
TRN,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,3702,1.0,0
FLV,2020-04-02,2023-12-28,942,942,0,0.0,0,0,0,1.0,0
SMTS,2015-01-05,2020-07-02,1060,628,0,0.0,0,0,0,1.0,0
YTEN,2006-11-10,2023-12-28,4311,1508,0,0.0,0,0,0,1.0,1
AVGR,2015-01-30,2023-12-28,2244,1508,0,0.0,0,0,0,1.0,1
DLTH,2015-11-20,2023-12-28,2039,1508,0,0.0,0,0,0,1.0,1
DNOW,2014-05-20,2020-04-01,1478,566,0,0.0,0,0,0,1.0,0
AVEM,2019-09-19,2023-12-28,1077,1077,0,0.0,0,0,0,1.0,0
HCA,2011-03-10,2023-12-28,3223,1508,0,0.0,0,0,0,1.0,1
RBBN,2000-05-25,2023-12-28,5936,1508,0,0.0,0,0,0,1.0,1
FNI,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
SAMAU,2018-12-11,2020-06-18,184,184,0,0.0,0,0,0,1.0,0
ADXN,2020-01-29,2023-12-28,979,979,0,0.0,0,0,0,1.0,0
JPEU,2016-01-05,2020-06-12,924,577,0,0.0,0,0,0,1.0,0
PTEU,2015-12-17,2020-07-02,1130,630,0,0.0,0,0,0,1.0,0
OEG,2005-04-08,2020-07-02,1701,16,0,0.0,0,0,1,1.0,0
OR,2015-01-15,2023-12-28,2036,1508,4,0.0019646365422396855,0,0,4,0.9980353634577603,0
CPK,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1761,1.0,0
IBDU,2019-09-19,2023-12-28,1077,1077,0,0.0,0,0,0,1.0,0
ESGE,2016-07-20,2023-12-28,1874,1508,0,0.0,0,0,0,1.0,1
ODT,2017-12-07,2020-07-02,646,630,0,0.0,0,0,0,1.0,0
AJG,1984-06-20,2023-12-28,9962,1508,0,0.0,0,0,54,1.0,0
KDFI,2019-12-09,2020-07-02,138,138,0,0.0,0,0,0,1.0,0
CRC,1992-04-16,2023-12-28,7764,1427,0,0.0,0,0,2,1.0,0
DTE,1962-01-02,2023-12-28,15605,1508,0,0.0,0,0,1987,1.0,0
SVBI,2015-01-02,2020-07-02,1319,627,0,0.0,0,0,0,1.0,0
AMRS,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
PSCD,2010-04-07,2023-12-28,3457,1508,0,0.0,0,0,0,1.0,1
JXI,2006-09-22,2020-07-02,3468,630,0,0.0,0,0,0,1.0,0
IBHA,2019-05-09,2020-06-19,266,266,0,0.0,0,0,0,1.0,0
AJXA,2000-01-03,2023-12-28,5545,1508,0,0.0,0,0,0,1.0,1
VER,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
AN,1990-05-11,2023-12-28,8473,1508,0,0.0,0,0,379,1.0,0
FCN,1996-05-09,2023-12-28,6957,1508,0,0.0,0,0,0,1.0,1
whlrp,2015-01-29,2023-12-28,2245,1508,0,0.0,0,0,0,1.0,1
BSIG,2014-10-09,2023-12-28,2321,1508,0,0.0,0,0,0,1.0,1
CPHI,2002-04-17,2023-12-28,5464,1508,0,0.0,0,0,0,1.0,1
ECOR,2018-06-22,2020-06-19,502,502,0,0.0,0,0,0,1.0,0
LAUR,2017-02-01,2023-12-28,1739,1508,0,0.0,0,0,0,1.0,1
EDIT,2016-02-03,2023-12-28,1990,1508,0,0.0,0,0,0,1.0,1
C,1977-01-03,2023-12-28,11849,1508,0,0.0,0,0,0,1.0,1
VGM,1992-02-19,2023-12-28,8025,1508,0,0.0,0,0,0,1.0,1
AY,2014-06-13,2023-12-28,2403,1508,0,0.0,0,0,0,1.0,1
DGII,1989-10-06,2023-12-28,8623,1508,0,0.0,0,0,116,1.0,0
GWRE,2012-01-25,2023-12-28,3002,1508,0,0.0,0,0,0,1.0,1
BB,1999-02-04,2023-12-28,6266,1508,0,0.0,0,0,0,1.0,1
SSSS,2015-01-02,2020-07-02,1382,627,0,0.0,0,0,0,1.0,0
DXF,2010-11-23,2020-07-02,2418,630,0,0.0,0,0,0,1.0,0
FAF,2010-05-28,2023-12-28,3420,1508,0,0.0,0,0,0,1.0,1
BSJK,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
CRSA,2019-04-18,2020-07-02,209,209,0,0.0,0,0,0,1.0,0
SYX,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
VNET,2011-04-21,2023-12-28,3193,1508,0,0.0,0,0,0,1.0,1
PJAN,2019-01-03,2020-07-02,366,366,0,0.0,0,0,0,1.0,0
FDTS,2012-02-16,2023-12-28,2986,1508,0,0.0,0,0,0,1.0,1
SZC,2015-01-02,2020-07-02,1338,626,0,0.0,0,0,0,1.0,0
T,1983-11-21,2023-12-28,10108,1508,0,0.0,0,0,166,1.0,0
VGZ,1984-11-29,2023-12-28,9849,1508,0,0.0,0,0,1284,1.0,0
VICR,1990-04-03,2023-12-28,8500,1508,0,0.0,0,0,402,1.0,0
OIS,2001-02-09,2020-06-19,4870,621,0,0.0,0,0,0,1.0,0
CF,2005-08-11,2023-12-28,4627,1508,0,0.0,0,0,0,1.0,1
DOO,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
STAG,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
DISH,1995-06-21,2023-12-28,7181,1508,0,0.0,0,0,0,1.0,1
RGEN,1986-04-29,2023-12-28,9494,1508,0,0.0,0,0,985,1.0,0
CII,2004-05-26,2023-12-28,4932,1508,0,0.0,0,0,0,1.0,1
API,2015-11-23,2023-12-28,1670,1292,0,0.0,0,0,0,1.0,1
ASR,2000-09-28,2020-04-01,4907,566,0,0.0,0,0,0,1.0,0
ULTR,2019-07-31,2023-12-28,1112,1112,0,0.0,0,0,0,1.0,0
THW,2015-06-26,2023-12-28,2142,1508,0,0.0,0,0,0,1.0,1
NEXT,2010-05-06,2023-12-28,3407,1508,0,0.0,0,0,3,1.0,0
VSH,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1951,1.0,0
GLRE,2007-05-24,2020-04-01,3237,566,0,0.0,0,0,0,1.0,0
QIWI,2013-05-03,2023-12-28,2683,1508,0,0.0,0,0,0,1.0,1
HDAW,2015-08-14,2023-12-28,2108,1508,0,0.0,0,0,0,1.0,1
DNK,2007-01-03,2020-07-02,1226,117,0,0.0,0,0,1,1.0,0
SCCB,2019-06-28,2020-07-02,249,249,0,0.0,0,0,0,1.0,0
NWFL,1998-03-04,2020-06-19,4194,621,0,0.0,0,0,0,1.0,0
SLY,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
EOLS,2018-02-08,2020-04-01,540,540,0,0.0,0,0,0,1.0,0
DOX,1998-06-19,2023-12-28,6424,1508,0,0.0,0,0,0,1.0,1
VG,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
ARA,2000-01-03,2020-07-02,5022,567,0,0.0,0,0,2,1.0,0
