symbol,first_date,last_date,trading_rows,rows_2018_2023,missing_ohlcv_rows,missing_ohlcv_rate,duplicate_dates,non_monotonic_dates,invalid_ohlc_rows,adjusted_close_available_fraction,price_eligible_2018_2023
INN,2011-02-09,2020-06-19,2356,621,0,0.0,0,0,0,1.0,0
ANGO,2004-06-01,2020-04-01,3987,566,0,0.0,0,0,0,1.0,0
PAC,2006-02-27,2020-06-19,3596,621,0,0.0,0,0,0,1.0,0
MDRR,2018-11-28,2020-07-02,384,384,0,0.0,0,0,0,1.0,0
KLCD,2019-06-20,2020-07-02,253,253,0,0.0,0,0,0,1.0,0
HYDB,2017-07-14,2020-07-02,683,584,0,0.0,0,0,0,1.0,0
sphd,2012-10-26,2023-12-28,2810,1508,0,0.0,0,0,0,1.0,1
TWNK,2015-12-15,2020-07-02,1077,630,0,0.0,0,0,0,1.0,0
PCK,2002-06-26,2023-12-28,5415,1508,0,0.0,0,0,0,1.0,1
KTB,2002-12-24,2023-12-28,4455,1158,0,0.0,0,0,22,1.0,0
FRTA,2016-10-20,2020-07-02,931,630,0,0.0,0,0,0,1.0,0
GAN,2009-12-21,2023-12-28,954,920,0,0.0,0,0,0,1.0,1
ILF,2001-10-26,2020-06-19,4655,621,0,0.0,0,0,0,1.0,0
WLDR,2018-01-17,2023-12-28,1498,1498,0,0.0,0,0,0,1.0,0
USHG,2019-05-23,2020-07-02,78,78,0,0.0,0,0,0,1.0,0
COWNZ,2017-12-15,2020-07-02,640,630,0,0.0,0,0,0,1.0,0
GMED,2012-08-03,2023-12-28,2869,1508,0,0.0,0,0,0,1.0,1
GASS,2005-10-06,2023-12-28,4588,1508,0,0.0,0,0,0,1.0,1
SIGI,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
UAUD,2017-12-12,2020-07-02,412,409,0,0.0,0,0,0,1.0,0
DJPY,2017-12-12,2020-07-02,627,614,0,0.0,0,0,0,1.0,0
BNTC,2014-06-24,2023-12-28,2396,1508,0,0.0,0,0,0,1.0,1
SGDJ,2015-03-31,2020-07-02,1325,630,0,0.0,0,0,0,1.0,0
DFFN,2015-01-07,2020-07-02,960,630,0,0.0,0,0,0,1.0,0
EVSTC,2016-02-26,2020-05-26,1033,567,0,0.0,0,0,0,1.0,0
WEBL,2019-11-07,2023-12-28,1042,1042,0,0.0,0,0,0,1.0,0
PLD,1997-11-21,2023-12-28,6567,1508,0,0.0,0,0,0,1.0,1
EWA,1996-03-18,2023-12-28,6994,1508,0,0.0,0,0,0,1.0,1
IBM,1962-01-02,2023-12-28,15605,1508,0,0.0,0,0,0,1.0,1
GSBD,2015-03-18,2023-12-28,2212,1508,0,0.0,0,0,0,1.0,1
FINX,2016-09-13,2023-12-28,1836,1508,0,0.0,0,0,0,1.0,1
GORO,2006-09-14,2020-07-02,3474,630,0,0.0,0,0,0,1.0,0
USB,1973-05-03,2023-12-28,12776,1508,0,0.0,0,0,0,1.0,1
FLSA,2018-10-11,2020-07-02,288,288,0,0.0,0,0,0,1.0,0
BSX,1992-05-19,2023-12-28,7962,1508,0,0.0,0,0,0,1.0,1
COLM,1998-03-27,2023-12-28,6482,1508,0,0.0,0,0,0,1.0,1
NEO,2004-03-16,2023-12-28,4982,1508,0,0.0,0,0,0,1.0,1
BBCP,2017-08-21,2023-12-28,1600,1508,0,0.0,0,0,0,1.0,1
UVXY,2011-10-04,2023-12-28,3079,1508,0,0.0,0,0,0,1.0,1
CONE,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
TLTE,2012-10-02,2023-12-28,2828,1508,0,0.0,0,0,0,1.0,1
BLOK,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
BBAX,2018-08-09,2023-12-28,1356,1356,0,0.0,0,0,0,1.0,0
NGG,2005-08-10,2020-06-19,3741,621,0,0.0,0,0,0,1.0,0
DFEB,2020-02-24,2020-07-02,91,91,0,0.0,0,0,0,1.0,0
YRCW,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
ETM,1999-01-29,2020-07-02,5392,630,0,0.0,0,0,0,1.0,0
IAA,2019-06-17,2020-07-02,265,265,0,0.0,0,0,0,1.0,0
EWV,2007-11-08,2020-06-19,3112,596,0,0.0,0,0,0,1.0,0
RWL,2008-03-07,2023-12-28,3981,1508,0,0.0,0,0,0,1.0,1
hezu,2014-09-23,2023-12-28,2333,1508,0,0.0,0,0,0,1.0,1
EVR,2006-08-14,2023-12-28,4374,1508,0,0.0,0,0,0,1.0,1
NEX,2007-01-03,2020-07-02,1393,630,0,0.0,0,0,3,1.0,0
BPT,1989-05-23,2023-12-28,8718,1508,0,0.0,0,0,1,1.0,0
OILK,2016-09-28,2023-12-28,1825,1508,0,0.0,0,0,0,1.0,1
SUNW,2010-03-10,2023-12-28,3476,1508,0,0.0,0,0,0,1.0,1
HELX,2018-10-30,2023-12-28,968,968,0,0.0,0,0,1,1.0,0
KNL,2004-12-14,2020-07-02,3915,630,0,0.0,0,0,0,1.0,0
IUS,2012-04-03,2020-07-02,789,347,0,0.0,0,0,0,1.0,0
IVH,2013-05-29,2020-04-01,1724,566,0,0.0,0,0,0,1.0,0
NPN,2009-04-28,2020-07-02,2559,563,0,0.0,0,0,0,1.0,0
LKQ,2003-10-06,2020-06-19,4206,621,0,0.0,0,0,0,1.0,0
TBND,2019-06-18,2020-07-02,263,263,0,0.0,0,0,0,1.0,0
CMBS,2012-02-16,2023-12-28,2986,1508,0,0.0,0,0,0,1.0,1
BFY,2002-07-30,2020-07-02,4514,630,0,0.0,0,0,0,1.0,0
FBHS,2011-09-16,2020-04-01,2149,566,0,0.0,0,0,0,1.0,0
SGRP,2015-01-02,2020-07-02,1315,630,0,0.0,0,0,0,1.0,0
LIN,1992-06-17,2023-12-28,7942,1508,0,0.0,0,0,0,1.0,1
ITW,1973-03-13,2020-07-02,11934,630,0,0.0,0,0,3618,1.0,0
IWL,2009-09-28,2020-06-19,2599,621,0,0.0,0,0,0,1.0,0
KBWY,2010-12-02,2023-12-28,3290,1508,0,0.0,0,0,0,1.0,1
RCI,1996-01-11,2023-12-28,7040,1508,0,0.0,0,0,0,1.0,1
CVTI,1994-10-28,2020-07-02,6465,630,0,0.0,0,0,0,1.0,0
GPAQU,2018-01-25,2020-06-19,562,562,0,0.0,0,0,0,1.0,0
KIDS,2017-10-12,2023-12-28,1563,1508,0,0.0,0,0,0,1.0,1
GVIP,2016-11-11,2020-07-02,915,630,0,0.0,0,0,0,1.0,0
CATS,2003-12-15,2020-07-02,4166,630,0,0.0,0,0,0,1.0,0
SEIX,2019-04-25,2020-07-02,133,133,0,0.0,0,0,0,1.0,0
TWTR,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
UGP,1999-10-07,2023-12-28,6096,1508,0,0.0,0,0,0,1.0,1
BELFB,1998-07-10,2020-07-02,5469,567,0,0.0,0,0,0,1.0,0
RSSS,2010-11-15,2023-12-28,3302,1508,0,0.0,0,0,0,1.0,1
FRLG,2018-04-03,2020-07-02,568,568,0,0.0,0,0,0,1.0,0
GSUM,2016-09-23,2020-06-19,941,621,0,0.0,0,0,0,1.0,0
LIFE,2015-05-07,2023-12-28,2177,1508,0,0.0,0,0,0,1.0,1
EOG,1989-10-04,2023-12-28,8625,1508,0,0.0,0,0,0,1.0,1
GTX,2018-09-17,2023-12-28,1330,1330,0,0.0,0,0,0,1.0,0
AUDC,1999-05-28,2023-12-28,6187,1508,0,0.0,0,0,0,1.0,1
MDGS,2015-09-21,2020-07-02,985,619,0,0.0,0,0,0,1.0,0
ALJJ,1996-04-03,2020-07-02,6104,630,0,0.0,0,0,0,1.0,0
BLUE,2013-06-19,2023-12-28,2651,1508,0,0.0,0,0,0,1.0,1
BHE,1990-06-27,2023-12-28,8441,1508,0,0.0,0,0,1,1.0,0
SREV,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
BKSC,1986-10-23,2023-12-28,9370,1508,0,0.0,0,0,656,1.0,0
EMX,2007-08-28,2020-04-01,3171,566,0,0.0,0,0,0,1.0,0
JOUT,1987-10-09,2023-12-28,9127,1508,0,0.0,0,0,620,1.0,0
IYG,2000-06-21,2020-07-02,5032,630,0,0.0,0,0,0,1.0,0
GTO,2016-02-12,2023-12-28,1983,1508,0,0.0,0,0,0,1.0,1
BIV,2007-04-10,2023-12-28,4211,1508,0,0.0,0,0,0,1.0,1
MTBC,2014-07-23,2020-07-02,1498,630,0,0.0,0,0,0,1.0,0
PLSE,2016-05-18,2023-12-28,1917,1508,0,0.0,0,0,0,1.0,1
SREA,2019-06-27,2020-07-02,257,257,0,0.0,0,0,0,1.0,0
FLHK,2017-12-19,2020-07-02,512,506,0,0.0,0,0,0,1.0,0
BHR,2002-04-30,2023-12-28,4392,1508,0,0.0,0,0,67,1.0,0
CCAP,2016-11-14,2023-12-28,986,984,0,0.0,0,0,0,1.0,1
BKI,1995-11-22,2020-07-02,1616,630,0,0.0,0,0,0,1.0,0
EMO,2011-06-14,2023-12-28,3157,1508,0,0.0,0,0,0,1.0,1
IXC,2001-11-26,2020-06-19,4642,621,0,0.0,0,0,0,1.0,0
GVP,1995-07-27,2020-06-19,6269,621,0,0.0,0,0,0,1.0,0
ENT,2015-01-02,2020-07-02,1380,625,0,0.0,0,0,0,1.0,0
bit,2013-02-26,2023-12-28,2730,1508,0,0.0,0,0,0,1.0,1
ENOB,2018-02-07,2020-07-02,605,605,0,0.0,0,0,0,1.0,0
IYE,2000-06-16,2020-07-02,5041,630,0,0.0,0,0,0,1.0,0
HCCOU,2019-12-13,2020-07-02,104,104,0,0.0,0,0,0,1.0,0
ISZE,2015-07-07,2020-07-02,414,347,0,0.0,0,0,0,1.0,0
GECCN,2019-06-21,2020-07-02,256,256,0,0.0,0,0,0,1.0,0
PVH,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1824,1.0,0
dvye,2012-02-24,2023-12-28,2981,1508,0,0.0,0,0,0,1.0,1
KNOP,2013-04-10,2020-06-19,1813,621,0,0.0,0,0,0,1.0,0
ENV,2010-07-29,2023-12-28,3378,1508,0,0.0,0,0,0,1.0,1
ZKIN,2017-09-01,2023-12-28,1591,1508,0,0.0,0,0,0,1.0,1
ARCT,2012-03-01,2023-12-28,2895,1508,0,0.0,0,0,0,1.0,1
BKK,2003-09-29,2020-07-02,4220,630,0,0.0,0,0,0,1.0,0
LFC,2003-12-17,2020-07-02,4161,630,0,0.0,0,0,0,1.0,0
BHP,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1929,1.0,0
MAYS,1984-12-13,2020-06-23,8923,594,0,0.0,0,0,781,1.0,0
APYX,2019-01-02,2023-12-28,1257,1257,0,0.0,0,0,0,1.0,0
UJB,2011-04-14,2023-12-28,3198,1508,0,0.0,0,0,0,1.0,1
weys,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1350,1.0,0
IPLDP,2013-03-18,2020-07-02,1838,630,0,0.0,0,0,0,1.0,0
BPYUP,2019-09-04,2020-07-02,172,172,0,0.0,0,0,0,1.0,0
IYR,2000-06-19,2020-07-02,5037,630,0,0.0,0,0,0,1.0,0
SRET,2015-03-17,2020-07-02,1326,630,0,0.0,0,0,0,1.0,0
ORAN,1997-10-20,2023-12-28,6591,1508,0,0.0,0,0,0,1.0,1
LEO,1987-09-23,2023-12-28,9139,1508,0,0.0,0,0,1,1.0,0
ARCC,2004-10-05,2023-12-28,4842,1508,0,0.0,0,0,0,1.0,1
AKCA,2017-07-05,2020-07-02,754,630,0,0.0,0,0,0,1.0,0
MTNB,2014-07-21,2023-12-28,2378,1508,0,0.0,0,0,0,1.0,1
GFLU,2020-03-05,2020-07-02,84,84,0,0.0,0,0,0,1.0,0
KMB,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1203,1.0,0
PPLT,2010-01-08,2023-12-28,3517,1508,0,0.0,0,0,0,1.0,1
ITB,2006-05-05,2020-07-02,3565,630,0,0.0,0,0,0,1.0,0
IWY,2009-09-28,2020-07-02,2697,630,0,0.0,0,0,0,1.0,0
AROW,1980-09-18,2023-12-28,10911,1508,0,0.0,0,0,1195,1.0,0
BGH,2012-10-26,2023-12-28,2810,1508,0,0.0,0,0,0,1.0,1
GOGL,1997-02-07,2023-12-28,6768,1509,1,0.00014775413711583924,0,0,1,0.9998522458628841,0
DDIV,2014-03-11,2023-12-28,2469,1508,0,0.0,0,0,0,1.0,1
ECF,1986-06-23,2023-12-28,9456,1508,0,0.0,0,0,928,1.0,0
DMAC,2012-08-03,2023-12-28,2869,1508,0,0.0,0,0,0,1.0,1
RVMD,2020-02-13,2023-12-28,976,976,0,0.0,0,0,0,1.0,0
NTRA,2015-07-01,2023-12-28,2139,1508,0,0.0,0,0,0,1.0,1
IWN,2000-07-28,2020-07-02,5011,630,0,0.0,0,0,0,1.0,0
PPLC,2015-01-09,2020-07-02,1100,625,0,0.0,0,0,0,1.0,0
NSTG,2013-06-26,2023-12-28,2646,1508,0,0.0,0,0,0,1.0,1
VFVA,2018-02-15,2023-12-28,1477,1477,0,0.0,0,0,0,1.0,0
UGE,2007-02-01,2023-12-28,4257,1508,0,0.0,0,0,0,1.0,1
PEAK,1985-05-23,2023-12-28,9728,1508,0,0.0,0,0,0,1.0,1
EWT,2000-06-23,2023-12-28,5916,1508,0,0.0,0,0,0,1.0,1
IAC,1993-01-19,2023-12-28,7793,1508,0,0.0,0,0,0,1.0,1
ETO,2004-05-26,2023-12-28,4932,1508,0,0.0,0,0,0,1.0,1
ISBC,2005-10-12,2020-07-02,3706,630,0,0.0,0,0,0,1.0,0
NGE,2013-04-03,2023-12-28,2705,1508,0,0.0,0,0,0,1.0,1
GTES,2018-01-25,2023-12-28,1492,1492,0,0.0,0,0,0,1.0,0
WIL,2015-01-02,2020-07-01,614,365,0,0.0,0,0,0,1.0,0
BSM,2008-02-14,2023-12-28,3924,1508,2,0.0005096839959225281,0,0,4,0.9994903160040775,0
KIRK,2002-07-30,2020-06-19,4505,621,0,0.0,0,0,0,1.0,0
PYPD,2020-06-26,2023-12-28,883,883,0,0.0,0,0,0,1.0,0
CAAP,2018-02-01,2023-12-28,1487,1487,0,0.0,0,0,0,1.0,0
DHIL,1996-06-06,2023-12-28,6938,1508,0,0.0,0,0,0,1.0,1
GMO,2005-02-17,2020-04-01,3806,566,0,0.0,0,0,0,1.0,0
CHIE,2010-01-22,2023-12-28,3508,1508,0,0.0,0,0,0,1.0,1
GNT,2011-01-27,2023-12-28,3252,1508,0,0.0,0,0,0,1.0,1
LEGN,2017-02-14,2023-12-28,919,910,0,0.0,0,0,0,1.0,1
IAT,2006-05-05,2020-06-19,3556,621,0,0.0,0,0,0,1.0,0
ETX,2013-03-26,2023-12-28,2710,1508,0,0.0,0,0,0,1.0,1
WUGI,2020-03-31,2023-12-28,944,944,0,0.0,0,0,0,1.0,0
EWC,1996-03-18,2023-12-28,6994,1508,0,0.0,0,0,0,1.0,1
ALRN,2017-06-29,2023-12-28,1636,1508,0,0.0,0,0,0,1.0,1
SPGI,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NEM,1980-03-17,2023-12-28,11041,1509,1,9.057150620414818e-05,0,0,773,0.9999094284937958,0
PBEE,2020-07-02,2020-07-02,1,1,0,0.0,0,0,1,1.0,0
CVBF,1983-04-04,2023-12-28,10270,1508,0,0.0,0,0,1080,1.0,0
GNC,2011-04-01,2020-07-02,2327,628,0,0.0,0,0,0,1.0,0
CHIR,2018-12-11,2023-12-28,1271,1271,0,0.0,0,0,0,1.0,0
EVG,2005-02-24,2023-12-28,4744,1508,0,0.0,0,0,0,1.0,1
SNCR,2015-01-02,2020-07-02,1384,629,0,0.0,0,0,0,1.0,0
HEWP,2015-07-13,2020-06-19,1182,563,0,0.0,0,0,0,1.0,0
PCI,2013-01-29,2020-07-02,1871,630,0,0.0,0,0,0,1.0,0
LULU,2007-07-27,2020-06-19,3248,621,0,0.0,0,0,0,1.0,0
ORTX,2018-10-31,2023-12-28,1298,1298,0,0.0,0,0,0,1.0,0
GTIP,2011-05-23,2020-07-02,1576,401,0,0.0,0,0,0,1.0,0
SPIB,2009-02-20,2023-12-28,3740,1508,0,0.0,0,0,0,1.0,1
FNGS,2019-11-13,2023-12-28,1038,1038,0,0.0,0,0,0,1.0,0
onew,2020-02-07,2023-12-28,980,980,0,0.0,0,0,0,1.0,0
ANDA,2019-03-06,2020-07-02,177,177,0,0.0,0,0,0,1.0,0
GAL,2012-04-26,2020-06-19,2014,621,0,0.0,0,0,0,1.0,0
CHEF,2011-07-28,2023-12-28,3126,1508,0,0.0,0,0,0,1.0,1
HEWG,2014-02-18,2023-12-28,2484,1508,0,0.0,0,0,0,1.0,1
BRKR,2000-08-04,2023-12-28,5887,1508,0,0.0,0,0,0,1.0,1
DALI,2018-05-15,2023-12-28,1416,1416,0,0.0,0,0,0,1.0,0
ROYT,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
HYDW,2018-01-31,2020-07-02,367,367,0,0.0,0,0,0,1.0,0
UMAY,2020-05-01,2023-12-28,922,922,0,0.0,0,0,0,1.0,0
WFC,1972-06-01,2023-12-28,13006,1508,0,0.0,0,0,1,1.0,0
WEX,2005-02-16,2023-12-28,4749,1508,0,0.0,0,0,0,1.0,1
SPHQ,2005-12-06,2023-12-28,4546,1508,0,0.0,0,0,0,1.0,1
CTVA,2019-05-24,2023-12-28,1158,1158,0,0.0,0,0,0,1.0,0
FCNCP,2020-03-13,2020-06-19,69,69,0,0.0,0,0,0,1.0,0
FNGD,2018-01-23,2023-12-28,1494,1494,0,0.0,0,0,0,1.0,0
OPNT,2009-12-02,2020-07-02,2664,630,0,0.0,0,0,0,1.0,0
ousm,2016-12-30,2023-12-28,1760,1508,0,0.0,0,0,0,1.0,1
DTUS,2010-08-10,2020-07-02,2462,600,0,0.0,0,0,0,1.0,0
RYE,2006-11-07,2020-07-02,3387,630,0,0.0,0,0,0,1.0,0
THBRU,2019-08-09,2020-07-01,138,138,0,0.0,0,0,0,1.0,0
paa,1998-11-18,2023-12-28,6318,1508,0,0.0,0,0,0,1.0,1
AXNX,2018-10-31,2023-12-28,1298,1298,0,0.0,0,0,0,1.0,0
SOHU,2000-07-12,2020-07-02,5025,630,0,0.0,0,0,0,1.0,0
IO,1991-04-02,2020-07-02,7371,630,0,0.0,0,0,0,1.0,0
MXE,1990-08-15,2020-04-01,7465,566,0,0.0,0,0,0,1.0,0
CVV,1999-03-01,2020-04-01,5308,566,0,0.0,0,0,0,1.0,0
JT,2017-10-26,2020-06-19,652,621,0,0.0,0,0,0,1.0,0
GBCI,1984-03-22,2023-12-28,10024,1508,0,0.0,0,0,1270,1.0,0
HOMB,2006-06-23,2020-06-19,3522,621,0,0.0,0,0,0,1.0,0
BCDA,1995-10-25,2023-12-28,6828,1508,0,0.0,0,0,0,1.0,1
MZZ,2006-07-13,2020-07-02,3468,616,0,0.0,0,0,0,1.0,0
SHLL,2019-04-22,2020-07-02,211,211,0,0.0,0,0,0,1.0,0
AAAU,2018-08-15,2023-12-28,1352,1352,0,0.0,0,0,0,1.0,0
DPG,2011-08-01,2023-12-28,3124,1508,0,0.0,0,0,0,1.0,1
MIND,1994-12-19,2020-07-02,6430,630,0,0.0,0,0,0,1.0,0
CIG-C,2007-06-12,2023-12-28,4167,1508,0,0.0,0,0,1,1.0,0
PDEC,2019-12-02,2023-12-28,1026,1026,0,0.0,0,0,0,1.0,0
BSCN,2014-09-17,2020-07-02,1448,630,0,0.0,0,0,0,1.0,0
CUZ,1980-03-17,2023-12-28,11040,1508,1,9.057971014492754e-05,0,0,2427,0.9999094202898551,0
IX,1998-09-16,2020-07-02,5485,630,0,0.0,0,0,0,1.0,0
TMST,2014-06-19,2023-12-28,2399,1508,0,0.0,0,0,0,1.0,1
CVA,1990-12-06,2020-04-01,7386,566,0,0.0,0,0,217,1.0,0
CLPT,2012-05-22,2023-12-28,2920,1508,0,0.0,0,0,0,1.0,1
AOA,2008-11-11,2023-12-28,3808,1508,0,0.0,0,0,0,1.0,1
HCXY,2018-09-27,2023-12-28,1322,1322,0,0.0,0,0,0,1.0,0
TTD,2016-09-21,2020-06-19,943,621,0,0.0,0,0,0,1.0,0
AFGD,2020-06-04,2023-12-28,899,899,0,0.0,0,0,0,1.0,0
BHTG,2015-10-29,2020-07-02,956,630,0,0.0,0,0,0,1.0,0
AAOI,2013-09-26,2023-12-28,2582,1508,0,0.0,0,0,0,1.0,1
MFINL,2016-04-25,2020-07-02,1052,626,0,0.0,0,0,0,1.0,0
VBK,2004-01-30,2023-12-28,5013,1508,0,0.0,0,0,0,1.0,1
NRIM,1990-11-15,2023-12-28,8342,1508,0,0.0,0,0,183,1.0,0
SHAK,2015-01-30,2020-07-02,1366,630,0,0.0,0,0,0,1.0,0
EL,1995-11-17,2023-12-28,7077,1508,1,0.00014130281192595732,0,0,1,0.9998586971880741,0
HTUS,2015-06-25,2023-12-28,2143,1508,0,0.0,0,0,0,1.0,1
GS,1999-05-04,2023-12-28,6205,1508,0,0.0,0,0,0,1.0,1
ACU,1980-03-17,2023-12-28,11040,1508,0,0.0,0,0,1046,1.0,0
OMF,2013-10-16,2023-12-28,2568,1508,0,0.0,0,0,0,1.0,1
ASPU,2020-07-02,2020-07-02,1,1,0,0.0,0,0,0,1.0,0
LARK,1994-03-28,2023-12-28,7492,1508,0,0.0,0,0,0,1.0,1
MUB,2007-09-10,2023-12-28,4105,1508,0,0.0,0,0,0,1.0,1
VGIT,2009-11-23,2023-12-28,3548,1508,0,0.0,0,0,0,1.0,1
ESML,2018-05-15,2023-12-28,1416,1416,0,0.0,0,0,0,1.0,0
CRTO,2013-10-30,2023-12-28,2558,1508,0,0.0,0,0,0,1.0,1
JSD,2011-05-26,2020-07-02,2291,630,0,0.0,0,0,0,1.0,0
MICT,2012-10-17,2020-07-02,1938,629,0,0.0,0,0,0,1.0,0
EAST,2017-01-03,2023-12-28,1759,1508,0,0.0,0,0,0,1.0,1
AVNW,1987-05-19,2023-12-28,9227,1508,0,0.0,0,0,0,1.0,1
PQSV,2018-11-15,2020-07-02,69,69,0,0.0,0,0,0,1.0,0
STRL,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
NULG,2016-12-22,2023-12-28,1765,1508,0,0.0,0,0,0,1.0,1
TXG,2015-01-02,2023-12-28,1568,1103,0,0.0,0,0,0,1.0,1
IBMP,2019-04-11,2023-12-28,1188,1188,0,0.0,0,0,0,1.0,0
ZUO,2018-04-12,2023-12-28,1439,1439,0,0.0,0,0,0,1.0,0
ACB,2000-01-03,2023-12-28,5997,1508,0,0.0,0,0,30,1.0,0
GD,1977-01-03,2020-06-19,10962,621,0,0.0,0,0,0,1.0,0
BSMR,2019-09-26,2023-12-28,1072,1072,0,0.0,0,0,0,1.0,0
TMQ,2012-04-25,2023-12-28,2939,1508,0,0.0,0,0,0,1.0,1
CNP,1970-01-02,2023-12-28,13618,1508,0,0.0,0,0,0,1.0,1
AVT,1973-05-03,2023-12-28,12777,1508,1,7.826563356030368e-05,0,0,1,0.9999217343664397,0
ASET,2015-12-08,2023-12-28,2028,1508,0,0.0,0,0,0,1.0,1
MCX,2015-12-24,2020-04-01,1074,566,0,0.0,0,0,0,1.0,0
FSI,1999-10-12,2023-12-28,6093,1508,0,0.0,0,0,0,1.0,1
MRCC,2012-10-25,2023-12-28,2811,1508,0,0.0,0,0,0,1.0,1
AXTA,2014-11-12,2023-12-28,2297,1508,0,0.0,0,0,0,1.0,1
BHFAP,2019-03-18,2023-12-28,1206,1206,0,0.0,0,0,0,1.0,0
PM,2008-03-17,2020-07-02,3097,630,0,0.0,0,0,0,1.0,0
MAG,2007-03-14,2020-06-19,3342,621,0,0.0,0,0,0,1.0,0
MNRL,2019-04-18,2020-07-02,305,305,0,0.0,0,0,0,1.0,0
CBFV,2003-10-07,2023-12-28,5092,1508,0,0.0,0,0,0,1.0,1
AWP,2007-04-26,2023-12-28,4199,1508,0,0.0,0,0,0,1.0,1
RE,1995-10-03,2020-07-02,6231,630,0,0.0,0,0,0,1.0,0
MCO,1994-10-31,2020-07-02,6464,630,0,0.0,0,0,0,1.0,0
tmf,2009-04-16,2023-12-28,3702,1508,0,0.0,0,0,0,1.0,1
JFR,2004-03-25,2023-12-28,4975,1508,0,0.0,0,0,0,1.0,1
FPE,2013-02-12,2023-12-28,2739,1508,0,0.0,0,0,0,1.0,1
EMQQ,2014-11-17,2023-12-28,2294,1508,0,0.0,0,0,0,1.0,1
txrh,2004-10-05,2023-12-28,4842,1508,0,0.0,0,0,0,1.0,1
VREX,2017-01-23,2023-12-28,1746,1508,0,0.0,0,0,0,1.0,1
SA,2004-04-20,2020-07-02,4079,630,0,0.0,0,0,0,1.0,0
CLX,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,2546,1.0,0
BMRC,1999-12-23,2023-12-28,6042,1508,0,0.0,0,0,0,1.0,1
DIVY,2015-01-02,2023-12-28,2134,1382,0,0.0,0,0,0,1.0,1
CAH,1983-08-04,2023-12-28,10186,1509,2,0.00019634792852935403,0,0,1253,0.9998036520714706,0
IBTE,2020-03-03,2023-12-28,964,964,0,0.0,0,0,0,1.0,0
SOHOB,2016-09-07,2020-07-02,899,594,0,0.0,0,0,0,1.0,0
DUKB,2018-10-18,2020-07-02,429,429,0,0.0,0,0,0,1.0,0
WALA,2016-06-22,2020-07-02,1014,629,0,0.0,0,0,0,1.0,0
AMBC,2013-05-01,2023-12-28,2685,1508,0,0.0,0,0,0,1.0,1
HQY,2014-07-31,2023-12-28,2370,1508,0,0.0,0,0,0,1.0,1
HRB,1973-02-21,2023-12-28,12826,1508,0,0.0,0,0,3468,1.0,0
DFJ,2006-06-16,2023-12-28,4414,1508,0,0.0,0,0,0,1.0,1
JHY,2010-08-11,2020-07-02,1248,630,0,0.0,0,0,0,1.0,0
HDIV,2020-02-27,2020-07-02,75,75,0,0.0,0,0,0,1.0,0
PANW,2012-07-20,2023-12-28,2879,1508,0,0.0,0,0,0,1.0,1
RETO,2017-11-29,2023-12-28,1530,1508,0,0.0,0,0,0,1.0,1
ASHS,2014-05-21,2023-12-28,2419,1508,0,0.0,0,0,0,1.0,1
MMD,2012-08-03,2020-07-02,1991,630,0,0.0,0,0,0,1.0,0
REVG,2017-01-27,2023-12-28,1742,1508,0,0.0,0,0,0,1.0,1
IMKTA,1987-09-22,2020-07-02,8261,630,0,0.0,0,0,633,1.0,0
RICK,1995-10-13,2023-12-28,7101,1508,0,0.0,0,0,0,1.0,1
CBD,1996-03-08,2023-12-28,7000,1508,0,0.0,0,0,0,1.0,1
CLEU,2020-05-08,2023-12-28,917,917,0,0.0,0,0,0,1.0,0
RNEM,2017-07-10,2023-12-28,1630,1508,0,0.0,0,0,0,1.0,1
FDIS,2013-10-24,2023-12-28,2562,1508,0,0.0,0,0,0,1.0,1
SGC,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
EXEL,2000-04-17,2023-12-28,5963,1508,0,0.0,0,0,0,1.0,1
MRNS,2007-12-27,2023-12-28,3438,1508,0,0.0,0,0,454,1.0,0
RNGR,2017-08-11,2023-12-28,1606,1508,0,0.0,0,0,0,1.0,1
SCKT,2015-01-02,2020-07-02,1356,625,0,0.0,0,0,0,1.0,0
DEF,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
SCHO,2015-01-02,2020-07-02,1385,630,0,0.0,0,0,0,1.0,0
OVL,2015-01-02,2023-12-28,1092,1069,0,0.0,0,0,0,1.0,1
MMS,1997-06-13,2023-12-28,6680,1508,0,0.0,0,0,0,1.0,1
HTLF,1999-01-04,2023-12-28,6288,1508,0,0.0,0,0,0,1.0,1
