phase,symbol,month,method,n,BA,accuracy,MCC,Brier,AUC,pred_up,constant
train_forward_oof,AMZN,2018-03,L2_FACT_CHANGE,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False
train_forward_oof,AMZN,2018-04,L2_FACT_CHANGE,63,0.4392857142857143,0.42857142857142855,-0.12333096251870199,0.30533399950007106,0.363265306122449,0.6031746031746031,False
train_forward_oof,AMZN,2018-05,L2_FACT_CHANGE,65,0.45126705653021437,0.4461538461538462,-0.09634555216934666,0.26790611367422734,0.43664717348927873,0.46153846153846156,False
train_forward_oof,AMZN,2018-06,L2_FACT_CHANGE,63,0.5831521739130435,0.6349206349206349,0.17723725194851353,0.24170277496248463,0.566304347826087,0.7142857142857143,False
train_forward_oof,AMZN,2018-07,L2_FACT_CHANGE,60,0.6,0.6,0.22613350843332272,0.24685342601832008,0.5877777777777777,0.7333333333333333,False
train_forward_oof,AMZN,2018-08,L2_FACT_CHANGE,69,0.5991379310344828,0.6231884057971014,0.20761369963434992,0.23423187372479534,0.6405172413793104,0.6666666666666666,False
train_forward_oof,AMZN,2018-03,L3_CASE_VOTE,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False
train_forward_oof,AMZN,2018-04,L3_CASE_VOTE,63,0.5392857142857144,0.5238095238095238,0.08109307588519343,0.277034344910634,0.46530612244897956,0.6349206349206349,False
train_forward_oof,AMZN,2018-05,L3_CASE_VOTE,65,0.4902534113060429,0.5230769230769231,-0.020813018035148755,0.26074490067315087,0.4649122807017544,0.6923076923076923,False
train_forward_oof,AMZN,2018-06,L3_CASE_VOTE,63,0.5646739130434782,0.6349206349206349,0.14979281758067628,0.2290044713700928,0.6043478260869565,0.7777777777777778,False
train_forward_oof,AMZN,2018-07,L3_CASE_VOTE,60,0.6666666666666667,0.6666666666666666,0.39405520311955033,0.22193835557250313,0.7322222222222222,0.7666666666666667,False
train_forward_oof,AMZN,2018-08,L3_CASE_VOTE,69,0.602155172413793,0.6376811594202898,0.22966668972778925,0.22110128005166535,0.6793103448275862,0.7391304347826086,False
train_forward_oof,AMZN,2018-03,L4_LLM_ANALOGY,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False
train_forward_oof,AMZN,2018-04,L4_LLM_ANALOGY,63,0.525,0.49206349206349204,0.06139406135149205,0.27649454157910053,0.5102040816326531,0.7936507936507936,False
train_forward_oof,AMZN,2018-05,L4_LLM_ANALOGY,65,0.3742690058479532,0.4,-0.25677248039750666,0.2856651438723304,0.3079922027290449,0.6307692307692307,False
train_forward_oof,AMZN,2018-06,L4_LLM_ANALOGY,63,0.5864130434782608,0.6507936507936508,0.1953605919052387,0.23640157087261696,0.5423913043478261,0.7619047619047619,False
train_forward_oof,AMZN,2018-07,L4_LLM_ANALOGY,60,0.6,0.6,0.2364331218717302,0.24524005412929115,0.6111111111111112,0.7666666666666667,False
train_forward_oof,AMZN,2018-08,L4_LLM_ANALOGY,69,0.5521551724137931,0.5797101449275363,0.11048316484363792,0.24945391254998195,0.5482758620689655,0.6811594202898551,False
train_forward_oof,AMZN,2018-03,L5_GUARDED_SYSTEM,62,0.419047619047619,0.3870967741935484,-0.18744806778279025,0.311749771518395,0.37142857142857144,0.7580645161290323,False
train_forward_oof,AMZN,2018-04,L5_GUARDED_SYSTEM,63,0.5392857142857144,0.5238095238095238,0.08109307588519343,0.277034344910634,0.46530612244897956,0.6349206349206349,False
train_forward_oof,AMZN,2018-05,L5_GUARDED_SYSTEM,65,0.4902534113060429,0.5230769230769231,-0.020813018035148755,0.26074490067315087,0.4649122807017544,0.6923076923076923,False
train_forward_oof,AMZN,2018-06,L5_GUARDED_SYSTEM,63,0.5646739130434782,0.6349206349206349,0.14979281758067628,0.2290044713700928,0.6043478260869565,0.7777777777777778,False
train_forward_oof,AMZN,2018-07,L5_GUARDED_SYSTEM,60,0.6666666666666667,0.6666666666666666,0.39405520311955033,0.22193835557250313,0.7322222222222222,0.7666666666666667,False
train_forward_oof,AMZN,2018-08,L5_GUARDED_SYSTEM,69,0.602155172413793,0.6376811594202898,0.22966668972778925,0.22110128005166535,0.6793103448275862,0.7391304347826086,False
