symbol,seed,method,n,BA,Brier,MCC,accuracy,predicted_up,constant,log_loss,TPR,TNR
AMZN,575,PAPER,804,0.5730942704203013,0.25170684775153385,0.16362341219048282,0.5808457711442786,0.7251243781094527,False,0.7378838779986542,0.7956730769230769,0.35051546391752575
AMZN,575,PRICE,804,0.5351779341792229,0.25788565064979113,0.07171154121319115,0.5385572139303483,0.5982587064676617,False,0.7122284387468094,0.6322115384615384,0.4381443298969072
AMZN,575,FULL,804,0.6000446074544012,0.25154159364598466,0.20019156440237984,0.6007462686567164,0.5236318407960199,False,0.7429814942961054,0.6201923076923077,0.5798969072164949
AMZN,575,TFIDF_LR,804,0.6047036082474226,0.2361016211695337,0.23094691501621165,0.6119402985074627,0.7114427860696517,False,0.6650108095922325,0.8125,0.39690721649484534
AMZN,575,TFIDF_SVM,804,0.5958564631245044,0.23532818188708807,0.2122571168460296,0.6032338308457711,0.7151741293532339,False,0.6634251380031391,0.8076923076923077,0.38402061855670105
AMZN,575,TFIDF_RF,804,0.5918170103092784,0.241877305963094,0.20524741290481027,0.599502487562189,0.7238805970149254,False,0.6768276334179613,0.8125,0.3711340206185567
AMZN,575,TFIDF_LR_PRICE_FALLBACK,804,0.6209977200634418,0.23572740252209845,0.24228080689388115,0.6218905472636815,0.5298507462686567,False,0.6649345532384456,0.6466346153846154,0.595360824742268
AMZN,575,TFIDF_SVM_PRICE_FALLBACK,804,0.6121505749405234,0.234750721268355,0.22467241220674314,0.6131840796019901,0.5335820895522388,False,0.662937568814342,0.6418269230769231,0.5824742268041238
AMZN,575,TFIDF_RF_PRICE_FALLBACK,804,0.6081111221252974,0.24141231567803756,0.21686813509758185,0.6094527363184079,0.5422885572139303,False,0.6765672287435913,0.6466346153846154,0.5695876288659794
AMZN,575,A1,804,0.6136127081681205,0.2379613238908432,0.2274284069714945,0.6144278606965174,0.527363184079602,False,0.6694386739314722,0.6370192307692307,0.5902061855670103
AMZN,575,A2,804,0.6075163560666138,0.23850147582951228,0.21514270551392742,0.6082089552238806,0.5236318407960199,False,0.6705509889103567,0.6274038461538461,0.5876288659793815
AMZN,575,A3,804,0.6169582672482157,0.23348471300475246,0.23447284138261304,0.6181592039800995,0.5385572139303483,False,0.6602856874136553,0.6514423076923077,0.5824742268041238
AMZN,575,B1,804,0.6001313441712927,0.2558109627337801,0.20032040692575626,0.6007462686567164,0.5211442786069652,False,0.7578799636332939,0.6177884615384616,0.5824742268041238
AMZN,575,B2,804,0.5957449444885012,0.25784410163983584,0.1919829446672313,0.5970149253731343,0.5398009950248757,False,0.814925378883163,0.6322115384615384,0.5592783505154639
AMZN,575,FULL_SHRINK,804,0.6000446074544012,0.24116872397258077,0.20019156440237984,0.6007462686567164,0.5236318407960199,False,0.6766712228360187,0.6201923076923077,0.5798969072164949
AMZN,575,TITLE_FINBERT_FUSION,804,0.6038238501189532,0.2433055742655306,0.20773008377625501,0.6044776119402985,0.5223880597014925,False,0.6909488390174592,0.6225961538461539,0.5850515463917526
AMZN,575,TITLE_MODERN_FUSION,804,0.5988426843774782,0.24510312748227572,0.19776379977123598,0.599502487562189,0.5223880597014925,False,0.7011377802676668,0.6177884615384616,0.5798969072164949
AMZN,575,PARAGRAPH_FINBERT_FUSION,804,0.5926595955590801,0.24246772533321298,0.18537260277079634,0.5932835820895522,0.5211442786069652,False,0.6831742056326432,0.6105769230769231,0.5747422680412371
AMZN,575,PARAGRAPH_MODERN_FUSION,804,0.5988426843774782,0.2446193693268626,0.19776379977123598,0.599502487562189,0.5223880597014925,False,0.6973693708650123,0.6177884615384616,0.5798969072164949
