stock,horizon,method,month,phase,params,issued,n,accuracy,ba,mcc,precision,recall,f1,up_recall,down_recall,pred_up,true_up,constant,auc,brier
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2018-12,later,"{""C"": 0.01}",True,19,0.5263157894736842,0.5059523809523809,0.011631052629980886,0.375,0.42857142857142855,0.4,0.42857142857142855,0.5833333333333334,0.42105263157894735,0.3684210526315789,False,0.494047619047619,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2019-01,later,"{""C"": 0.01}",True,21,0.6666666666666666,0.6727272727272727,0.35527985620321373,0.75,0.5454545454545454,0.631578947368421,0.5454545454545454,0.8,0.38095238095238093,0.5238095238095238,False,0.6545454545454545,
AMZN,1d:DNEWS_24H,PAPER_1G_LINSVM,2019-02,later,"{""C"": 0.01}",True,1,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-03,oof,"{""C"": 0.1}",True,21,0.2857142857142857,0.3194444444444445,-0.4195731958391368,0.3125,0.5555555555555556,0.4,0.5555555555555556,0.08333333333333333,0.7619047619047619,0.42857142857142855,False,0.34259259259259256,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-04,oof,"{""C"": 0.01}",True,21,0.5238095238095238,0.5409090909090909,0.11677484162422845,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.18181818181818182,0.9,0.14285714285714285,0.5238095238095238,False,0.45909090909090905,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-05,oof,"{""C"": 0.01}",True,22,0.6363636363636364,0.65,0.3105295017040594,0.75,0.5,0.6,0.5,0.8,0.36363636363636365,0.5454545454545454,False,0.5916666666666668,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-06,oof,"{""C"": 0.01}",True,21,0.5238095238095238,0.4722222222222222,-0.07856742013183861,0.5555555555555556,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.8571428571428571,0.5714285714285714,False,0.5879629629629629,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-07,oof,"{""C"": 0.01}",True,21,0.42857142857142855,0.42727272727272725,-0.14545454545454545,0.4,0.4,0.4,0.4,0.45454545454545453,0.47619047619047616,0.47619047619047616,False,0.4590909090909091,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-08,oof,"{""C"": 0.01}",True,23,0.5652173913043478,0.5436507936507937,0.0873015873015873,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.4444444444444444,0.6086956521739131,0.6086956521739131,False,0.46031746031746035,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-09,development,"{""C"": 0.01}",True,19,0.5263157894736842,0.5277777777777778,0.05555555555555555,0.5,0.5555555555555556,0.5263157894736842,0.5555555555555556,0.5,0.5263157894736842,0.47368421052631576,False,0.4777777777777778,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-10,development,"{""C"": 0.01}",True,23,0.5652173913043478,0.5238095238095238,0.05050762722761054,0.42857142857142855,0.3333333333333333,0.375,0.3333333333333333,0.7142857142857143,0.30434782608695654,0.391304347826087,False,0.5873015873015872,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-11,later,"{""C"": 0.01}",True,21,0.38095238095238093,0.37727272727272726,-0.24771684715343112,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.45454545454545453,0.3,0.5714285714285714,0.5238095238095238,False,0.4636363636363636,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2018-12,later,"{""C"": 0.01}",True,19,0.5789473684210527,0.5476190476190476,0.09523809523809523,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3684210526315789,0.3684210526315789,False,0.5238095238095238,
AMZN,1d:DNEWS_OVERNIGHT,PAPER_1G_LINSVM,2019-01,later,"{""C"": 0.01}",True,21,0.47619047619047616,0.48636363636363633,-0.03015113445777636,0.5,0.2727272727272727,0.35294117647058826,0.2727272727272727,0.7,0.2857142857142857,0.5238095238095238,False,0.4727272727272727,
