stock,horizon,method,month,phase,params,issued,n,accuracy,ba,mcc,precision,recall,f1,up_recall,down_recall,pred_up,true_up,constant,auc,brier
AAPL,4h,PAPER_1G_LINSVM,2018-12,later,"{""C"": 0.01}",True,53,0.5094339622641509,0.5479876160990712,0.09495185699019322,0.3939393939393939,0.6842105263157895,0.5,0.6842105263157895,0.4117647058823529,0.6226415094339622,0.3584905660377358,False,0.6176470588235294,
AAPL,4h,PAPER_1G_LINSVM,2019-01,later,"{""C"": 0.01}",True,63,0.36507936507936506,0.38513513513513514,-0.2349150407716129,0.43478260869565216,0.2702702702702703,0.3333333333333333,0.2702702702702703,0.5,0.36507936507936506,0.5873015873015873,False,0.42515592515592515,
AAPL,4h,PAPER_1G_LINSVM,2019-02,later,"{""C"": 0.01}",True,2,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,,
AMZN,4h,PAPER_1G_LINSVM,2018-03,oof,"{""C"": 0.1}",True,62,0.4838709677419355,0.5386243386243386,0.14066450616724613,0.45614035087719296,0.9629629629629629,0.6190476190476191,0.9629629629629629,0.11428571428571428,0.9193548387096774,0.43548387096774194,False,0.4068783068783069,
AMZN,4h,PAPER_1G_LINSVM,2018-04,oof,"{""C"": 0.1}",True,63,0.42857142857142855,0.4357142857142857,-0.12909944487358058,0.3888888888888889,0.5,0.4375,0.5,0.37142857142857144,0.5714285714285714,0.4444444444444444,False,0.4362244897959184,
AMZN,4h,PAPER_1G_LINSVM,2018-05,oof,"{""C"": 0.1}",True,65,0.6153846153846154,0.5531189083820662,0.15935672514619884,0.6140350877192983,0.9210526315789473,0.7368421052631579,0.9210526315789473,0.18518518518518517,0.8769230769230769,0.5846153846153846,False,0.5087719298245614,
AMZN,4h,PAPER_1G_LINSVM,2018-06,oof,"{""C"": 0.1}",True,63,0.5238095238095238,0.48641304347826086,-0.02717391304347826,0.625,0.625,0.625,0.625,0.34782608695652173,0.6349206349206349,0.6349206349206349,False,0.4972826086956522,
AMZN,4h,PAPER_1G_LINSVM,2018-07,oof,"{""C"": 0.1}",True,60,0.6,0.6,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,1.0,0.2,0.9,0.5,False,0.5627777777777778,
AMZN,4h,PAPER_1G_LINSVM,2018-08,oof,"{""C"": 0.1}",True,69,0.6231884057971014,0.5754310344827587,0.1904335065696244,0.625,0.875,0.7291666666666666,0.875,0.27586206896551724,0.8115942028985508,0.5797101449275363,False,0.5362068965517242,
AMZN,4h,PAPER_1G_LINSVM,2018-09,development,"{""C"": 0.1}",True,57,0.5087719298245614,0.5129310344827587,0.029361010975735177,0.5,0.75,0.6,0.75,0.27586206896551724,0.7368421052631579,0.49122807017543857,False,0.4698275862068965,
AMZN,4h,PAPER_1G_LINSVM,2018-10,development,"{""C"": 0.1}",True,69,0.42028985507246375,0.5431547619047619,0.0987514824575792,0.32727272727272727,0.8571428571428571,0.47368421052631576,0.8571428571428571,0.22916666666666666,0.7971014492753623,0.30434782608695654,False,0.48511904761904756,
AMZN,4h,PAPER_1G_LINSVM,2018-11,later,"{""C"": 0.1}",True,60,0.5333333333333333,0.4861111111111111,-0.03077287274483318,0.5909090909090909,0.7222222222222222,0.65,0.7222222222222222,0.25,0.7333333333333333,0.6,False,0.5075231481481481,
AMZN,4h,PAPER_1G_LINSVM,2018-12,later,"{""C"": 0.1}",True,54,0.46296296296296297,0.525563909774436,0.05347075357548603,0.3684210526315789,0.7368421052631579,0.49122807017543857,0.7368421052631579,0.3142857142857143,0.7037037037037037,0.35185185185185186,False,0.5947368421052632,
AMZN,4h,PAPER_1G_LINSVM,2019-01,later,"{""C"": 0.1}",True,63,0.5873015873015873,0.5142105263157895,0.03973597071195131,0.6111111111111112,0.868421052631579,0.717391304347826,0.868421052631579,0.16,0.8571428571428571,0.6031746031746031,False,0.48631578947368426,
AMZN,4h,PAPER_1G_LINSVM,2019-02,later,"{""C"": 0.1}",True,2,0.5,0.5,0.0,0.5,1.0,0.6666666666666666,1.0,0.0,1.0,0.5,True,0.5,
AAPL,4h,PAPER_2G_L1LR,2018-03,oof,"{""C"": 0.1}",True,62,0.5161290322580645,0.5,0.0,0.5161290322580645,1.0,0.6808510638297872,1.0,0.0,1.0,0.5161290322580645,True,0.5,0.25
AAPL,4h,PAPER_2G_L1LR,2018-04,oof,"{""C"": 0.01}",True,63,0.49206349206349204,0.5,0.0,0.49206349206349204,1.0,0.6595744680851063,1.0,0.0,1.0,0.49206349206349204,True,0.453125,0.2519463030762109
AAPL,4h,PAPER_2G_L1LR,2018-05,oof,"{""C"": 0.01}",True,66,0.5606060606060606,0.5,0.0,0.5606060606060606,1.0,0.7184466019417476,1.0,0.0,1.0,0.5606060606060606,True,0.5,0.25
AAPL,4h,PAPER_2G_L1LR,2018-06,oof,"{""C"": 0.1}",True,63,0.5555555555555556,0.5277777777777778,0.05990422978731538,0.5909090909090909,0.7222222222222222,0.65,0.7222222222222222,0.3333333333333333,0.6984126984126984,0.5714285714285714,False,0.5138888888888888,0.2487255721693388
AAPL,4h,PAPER_2G_L1LR,2018-07,oof,"{""C"": 0.1}",True,60,0.5,0.5054945054945055,0.010488677029536228,0.6551724137931034,0.48717948717948717,0.5588235294117647,0.48717948717948717,0.5238095238095238,0.48333333333333334,0.65,False,0.5042735042735043,0.2512483555745676
AAPL,4h,PAPER_2G_L1LR,2018-08,oof,"{""C"": 0.1}",True,69,0.5942028985507246,0.45588235294117646,-0.09180487680458722,0.7169811320754716,0.7450980392156863,0.7307692307692307,0.7450980392156863,0.16666666666666666,0.7681159420289855,0.7391304347826086,False,0.36655773420479304,0.24294291695768355
AAPL,4h,PAPER_2G_L1LR,2018-09,development,"{""C"": 0.1}",True,57,0.45614035087719296,0.46366995073891626,-0.14220211852586698,0.4716981132075472,0.8928571428571429,0.6172839506172839,0.8928571428571429,0.034482758620689655,0.9298245614035088,0.49122807017543857,False,0.5634236453201971,0.25554255412587845
