symbol,phase,period,method,n,BA,MCC,Brier,accuracy,up_recall,down_recall,pred_up,coverage,news_coverage,dates
AAPL,frozen,all,online_title,304,0.5162437649099978,0.04569231009311487,0.2656603058178829,0.5,0.8689655172413793,0.16352201257861634,0.8519736842105263,1.0,0.993421052631579,102
AAPL,frozen,2018-09,title,57,0.49753694581280783,-0.007089880956935217,0.24813353749482586,0.49122807017543857,0.8571428571428571,0.13793103448275862,0.8596491228070176,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,price,57,0.479064039408867,-0.05304270261576678,0.25275890439912974,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,old_integrated,57,0.5492610837438423,0.12480635909592185,0.2411823015993563,0.543859649122807,0.8571428571428571,0.2413793103448276,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,old_body,57,0.6016009852216749,0.24917762935063273,0.24586650900790555,0.5964912280701754,0.8928571428571429,0.3103448275862069,0.7894736842105263,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,old_semantic,57,0.5665024630541872,0.1630980846658687,0.2504861776561782,0.5614035087719298,0.8571428571428571,0.27586206896551724,0.7894736842105263,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,body,57,0.479064039408867,-0.05304270261576678,0.26091209463217685,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,semantic,57,0.479064039408867,-0.05304270261576678,0.25275890439912974,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,joint_body,57,0.49938423645320196,-0.0033459977362325375,0.30093762469663443,0.49122807017543857,0.9642857142857143,0.034482758620689655,0.9649122807017544,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,joint_semantic,57,0.479064039408867,-0.05304270261576678,0.25275890439912974,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,static,57,0.479064039408867,-0.05304270261576678,0.25275890439912974,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,gate,57,0.479064039408867,-0.05304270261576678,0.25275890439912974,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,price_cal,57,0.480295566502463,-0.06002579787873031,0.25397086348560755,0.47368421052631576,0.8571428571428571,0.10344827586206896,0.8771929824561403,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,static_cal,57,0.480295566502463,-0.06002579787873031,0.25397086348560755,0.47368421052631576,0.8571428571428571,0.10344827586206896,0.8771929824561403,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,gate_cal,57,0.480295566502463,-0.06002579787873031,0.25397086348560755,0.47368421052631576,0.8571428571428571,0.10344827586206896,0.8771929824561403,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,selected_system,57,0.49753694581280783,-0.007089880956935217,0.24813353749482586,0.49122807017543857,0.8571428571428571,0.13793103448275862,0.8596491228070176,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,constant,57,0.5,0.0,0.25,0.49122807017543857,1.0,0.0,1.0,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,prior,57,0.5,0.0,0.258011223374922,0.49122807017543857,1.0,0.0,1.0,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,online_weights,57,0.479064039408867,-0.05304270261576678,0.25380354214529105,0.47368421052631576,0.7857142857142857,0.1724137931034483,0.8070175438596491,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,online_price,57,0.480295566502463,-0.06002579787873031,0.25600176519842466,0.47368421052631576,0.8571428571428571,0.10344827586206896,0.8771929824561403,1.0,0.9824561403508771,19
AAPL,frozen,2018-09,online_title,57,0.4981527093596059,-0.00601842048263217,0.2519163946844264,0.49122807017543857,0.8928571428571429,0.10344827586206896,0.8947368421052632,1.0,0.9824561403508771,19
AAPL,frozen,2018-10,title,69,0.5269230769230769,0.0792593923901217,0.2691484762784345,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,price,69,0.514102564102564,0.04367280615529453,0.2687625880355307,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,old_integrated,69,0.5269230769230769,0.0792593923901217,0.2625352984809877,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,old_body,69,0.5782051282051281,0.19828619053245966,0.2526773567228865,0.5362318840579711,0.9,0.2564102564102564,0.8115942028985508,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,old_semantic,69,0.5064102564102564,0.01676757576219862,0.3166192538492177,0.463768115942029,0.8333333333333334,0.1794871794871795,0.8260869565217391,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,body,69,0.5012820512820513,0.004210013215252224,0.28035329927280284,0.4492753623188406,0.9,0.10256410256410256,0.8985507246376812,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,semantic,69,0.514102564102564,0.04367280615529453,0.26876258803553066,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,joint_body,69,0.5128205128205128,0.10635890745287925,0.33918098925959195,0.4492753623188406,1.0,0.02564102564102564,0.9855072463768116,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,joint_semantic,69,0.514102564102564,0.04367280615529453,0.26876258803553066,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,static,69,0.514102564102564,0.04367280615529453,0.26876258803553066,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,gate,69,0.514102564102564,0.04367280615529453,0.26876258803553066,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,price_cal,69,0.5012820512820513,0.004210013215252224,0.2708733193005523,0.4492753623188406,0.9,0.10256410256410256,0.8985507246376812,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,static_cal,69,0.5012820512820513,0.004210013215252224,0.2708733193005523,0.4492753623188406,0.9,0.10256410256410256,0.8985507246376812,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,gate_cal,69,0.5012820512820513,0.004210013215252224,0.2708733193005523,0.4492753623188406,0.9,0.10256410256410256,0.8985507246376812,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,selected_system,69,0.5269230769230769,0.0792593923901217,0.2691484762784345,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,constant,69,0.5,0.0,0.25,0.43478260869565216,1.0,0.0,1.0,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,prior,69,0.5,0.0,0.26717371311412597,0.43478260869565216,1.0,0.0,1.0,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,online_weights,69,0.514102564102564,0.04367280615529453,0.2704330667957617,0.463768115942029,0.9,0.1282051282051282,0.8840579710144928,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,online_price,69,0.5102564102564102,0.028886325786964755,0.26771613822438256,0.463768115942029,0.8666666666666667,0.15384615384615385,0.855072463768116,1.0,0.9855072463768116,23
AAPL,frozen,2018-10,online_title,69,0.5269230769230769,0.0792593923901217,0.2674549689225145,0.4782608695652174,0.9,0.15384615384615385,0.8695652173913043,1.0,0.9855072463768116,23
AAPL,frozen,2018-11,title,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.5333333333333333,0.9032258064516129,0.13793103448275862,0.8833333333333333,1.0,1.0,20
AAPL,frozen,2018-11,price,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,old_integrated,60,0.5723025583982202,0.19390031038416244,0.25194789115543215,0.5833333333333334,0.9032258064516129,0.2413793103448276,0.8333333333333334,1.0,1.0,20
AAPL,frozen,2018-11,old_body,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.5166666666666667,0.8064516129032258,0.20689655172413793,0.8,1.0,1.0,20
AAPL,frozen,2018-11,old_semantic,60,0.6262513904338154,0.28001888556827803,0.25049160393742603,0.6333333333333333,0.8387096774193549,0.41379310344827586,0.7166666666666667,1.0,1.0,20
AAPL,frozen,2018-11,body,60,0.5044493882091212,0.01308167862835013,0.2815049318907716,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,semantic,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,joint_body,60,0.5011123470522804,0.006193286276785341,0.32887510000962666,0.5166666666666667,0.967741935483871,0.034482758620689655,0.9666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,joint_semantic,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,static,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,gate,60,0.5044493882091212,0.01308167862835013,0.2686020642974647,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,price_cal,60,0.5044493882091212,0.01308167862835013,0.26743486871504457,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,static_cal,60,0.5044493882091212,0.01308167862835013,0.26743486871504457,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,gate_cal,60,0.5044493882091212,0.01308167862835013,0.26743486871504457,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,selected_system,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.5333333333333333,0.9032258064516129,0.13793103448275862,0.8833333333333333,1.0,1.0,20
AAPL,frozen,2018-11,constant,60,0.5,0.0,0.25,0.5166666666666667,1.0,0.0,1.0,1.0,1.0,20
AAPL,frozen,2018-11,prior,60,0.5,0.0,0.25388191212083483,0.5166666666666667,1.0,0.0,1.0,1.0,1.0,20
AAPL,frozen,2018-11,online_weights,60,0.5044493882091212,0.01308167862835013,0.27022911374456837,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,online_price,60,0.5044493882091212,0.01308167862835013,0.2695266587036448,0.5166666666666667,0.8709677419354839,0.13793103448275862,0.8666666666666667,1.0,1.0,20
AAPL,frozen,2018-11,online_title,60,0.5205784204671857,0.0640670789510079,0.2663215182408732,0.5333333333333333,0.9032258064516129,0.13793103448275862,0.8833333333333333,1.0,1.0,20
AAPL,frozen,2018-12,title,53,0.5681114551083591,0.15183249942890767,0.28236599956090924,0.49056603773584906,0.8421052631578947,0.29411764705882354,0.7547169811320755,1.0,1.0,18
AAPL,frozen,2018-12,price,53,0.5712074303405573,0.14876840780186812,0.28313490233753635,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,old_integrated,53,0.5712074303405573,0.14876840780186812,0.2774829244704374,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,old_body,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.49056603773584906,0.7894736842105263,0.3235294117647059,0.7169811320754716,1.0,1.0,18
AAPL,frozen,2018-12,old_semantic,53,0.5007739938080495,0.0016837880371435127,0.3342213897787733,0.4339622641509434,0.7368421052631579,0.2647058823529412,0.7358490566037735,1.0,1.0,18
AAPL,frozen,2018-12,body,53,0.6091331269349846,0.2432770729485907,0.2887213083630601,0.5283018867924528,0.8947368421052632,0.3235294117647059,0.7547169811320755,1.0,1.0,18
AAPL,frozen,2018-12,semantic,53,0.5712074303405573,0.14876840780186812,0.28313490233753635,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,joint_body,53,0.5147058823529411,0.10366583976817836,0.36852941562691277,0.37735849056603776,1.0,0.029411764705882353,0.9811320754716981,1.0,1.0,18
AAPL,frozen,2018-12,joint_semantic,53,0.5712074303405573,0.14876840780186812,0.28313490233753635,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,static,53,0.5712074303405573,0.14876840780186812,0.28313490233753635,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,gate,53,0.5712074303405573,0.14876840780186812,0.28313490233753635,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,price_cal,53,0.5565015479876161,0.12030098223477871,0.2849295984709914,0.49056603773584906,0.7894736842105263,0.3235294117647059,0.7169811320754716,1.0,1.0,18
AAPL,frozen,2018-12,static_cal,53,0.5565015479876161,0.12030098223477871,0.2849295984709914,0.49056603773584906,0.7894736842105263,0.3235294117647059,0.7169811320754716,1.0,1.0,18
AAPL,frozen,2018-12,gate_cal,53,0.5565015479876161,0.12030098223477871,0.2849295984709914,0.49056603773584906,0.7894736842105263,0.3235294117647059,0.7169811320754716,1.0,1.0,18
AAPL,frozen,2018-12,selected_system,53,0.5681114551083591,0.15183249942890767,0.28236599956090924,0.49056603773584906,0.8421052631578947,0.29411764705882354,0.7547169811320755,1.0,1.0,18
AAPL,frozen,2018-12,constant,53,0.5,0.0,0.25,0.3584905660377358,1.0,0.0,1.0,1.0,1.0,18
AAPL,frozen,2018-12,prior,53,0.5,0.0,0.27955779218284565,0.3584905660377358,1.0,0.0,1.0,1.0,1.0,18
AAPL,frozen,2018-12,online_weights,53,0.5712074303405573,0.14876840780186812,0.28381707783601057,0.5094339622641509,0.7894736842105263,0.35294117647058826,0.6981132075471698,1.0,1.0,18
AAPL,frozen,2018-12,online_price,53,0.5595975232198143,0.12069914437862586,0.2816631208551764,0.5094339622641509,0.7368421052631579,0.38235294117647056,0.660377358490566,1.0,1.0,18
AAPL,frozen,2018-12,online_title,53,0.5681114551083591,0.15183249942890767,0.2796974088876039,0.49056603773584906,0.8421052631578947,0.29411764705882354,0.7547169811320755,1.0,1.0,18
AAPL,frozen,2019-01,title,63,0.4573804573804574,-0.12603755744009754,0.25816578909241555,0.5238095238095238,0.8378378378378378,0.07692307692307693,0.873015873015873,1.0,1.0,21
AAPL,frozen,2019-01,price,63,0.4688149688149688,-0.0781966239492789,0.262109176335923,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,old_integrated,63,0.5207900207900208,0.05058430378626378,0.25655720503186263,0.5714285714285714,0.8108108108108109,0.23076923076923078,0.7936507936507936,1.0,1.0,21
AAPL,frozen,2019-01,old_body,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.5396825396825397,0.7837837837837838,0.19230769230769232,0.7936507936507936,1.0,1.0,21
AAPL,frozen,2019-01,old_semantic,63,0.5784823284823285,0.1775335718988042,0.2725644790519098,0.6190476190476191,0.8108108108108109,0.34615384615384615,0.746031746031746,1.0,1.0,21
AAPL,frozen,2019-01,body,63,0.5150727650727651,0.039094210537982045,0.2644563585438081,0.5714285714285714,0.8378378378378378,0.19230769230769232,0.8253968253968254,1.0,1.0,21
AAPL,frozen,2019-01,semantic,63,0.4688149688149688,-0.0781966239492789,0.26210917633592307,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,joint_body,63,0.5,0.0,0.27554692938211617,0.5873015873015873,1.0,0.0,1.0,1.0,1.0,21
AAPL,frozen,2019-01,joint_semantic,63,0.4688149688149688,-0.0781966239492789,0.26210917633592307,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,static,63,0.4688149688149688,-0.0781966239492789,0.26210917633592307,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,gate,63,0.4688149688149688,-0.0781966239492789,0.26210917633592307,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,price_cal,63,0.5093555093555093,0.02632490632463282,0.2592421602504791,0.5714285714285714,0.8648648648648649,0.15384615384615385,0.8571428571428571,1.0,1.0,21
AAPL,frozen,2019-01,static_cal,63,0.5093555093555093,0.02632490632463282,0.2592421602504791,0.5714285714285714,0.8648648648648649,0.15384615384615385,0.8571428571428571,1.0,1.0,21
AAPL,frozen,2019-01,gate_cal,63,0.5093555093555093,0.02632490632463282,0.2592421602504791,0.5714285714285714,0.8648648648648649,0.15384615384615385,0.8571428571428571,1.0,1.0,21
AAPL,frozen,2019-01,selected_system,63,0.4573804573804574,-0.12603755744009754,0.25816578909241555,0.5238095238095238,0.8378378378378378,0.07692307692307693,0.873015873015873,1.0,1.0,21
AAPL,frozen,2019-01,constant,63,0.5,0.0,0.25,0.5873015873015873,1.0,0.0,1.0,1.0,1.0,21
AAPL,frozen,2019-01,prior,63,0.5,0.0,0.24241612340053703,0.5873015873015873,1.0,0.0,1.0,1.0,1.0,21
AAPL,frozen,2019-01,online_weights,63,0.5150727650727651,0.039094210537982045,0.26230627379064897,0.5714285714285714,0.8378378378378378,0.19230769230769232,0.8253968253968254,1.0,1.0,21
AAPL,frozen,2019-01,online_price,63,0.4688149688149688,-0.0781966239492789,0.26346634023251747,0.5238095238095238,0.7837837837837838,0.15384615384615385,0.8095238095238095,1.0,1.0,21
AAPL,frozen,2019-01,online_title,63,0.46309771309771314,-0.09943353464277589,0.259518870692002,0.5238095238095238,0.8108108108108109,0.11538461538461539,0.8412698412698413,1.0,1.0,21
AAPL,frozen,2019-02,title,2,,0.0,0.3907109209162276,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,price,2,,0.0,0.39286160501397605,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,old_integrated,2,,0.0,0.4165272945726747,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,old_body,2,,0.0,0.4083408880370367,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,old_semantic,2,,0.0,0.4590555618167934,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,body,2,,0.0,0.4978261981581129,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,semantic,2,,0.0,0.39286160501397605,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,joint_body,2,,0.0,0.6210738015160404,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,joint_semantic,2,,0.0,0.39286160501397605,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,static,2,,0.0,0.39286160501397605,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,gate,2,,0.0,0.39286160501397605,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,price_cal,2,,0.0,0.3981696896673488,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,static_cal,2,,0.0,0.3981696896673488,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,gate_cal,2,,0.0,0.3981696896673488,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,selected_system,2,,0.0,0.3907109209162276,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,constant,2,,0.0,0.25,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,prior,2,,0.0,0.3377496475917768,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,online_weights,2,,0.0,0.4094824981347298,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,online_price,2,,0.0,0.40110915705730277,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,2019-02,online_title,2,,0.0,0.39708149843953133,0.0,,0.0,1.0,1.0,1.0,1
AAPL,frozen,test,title,178,0.5189465706707086,0.05202550290923069,0.26935835529561597,0.5112359550561798,0.8620689655172413,0.17582417582417584,0.8426966292134831,1.0,1.0,60
AAPL,frozen,test,price,178,0.5179360869016041,0.044641892260775445,0.2720273876456652,0.5112359550561798,0.8160919540229885,0.21978021978021978,0.797752808988764,1.0,1.0,60
AAPL,frozen,test,old_integrated,178,0.5569028672476948,0.13753231867191915,0.26303161220456067,0.550561797752809,0.8390804597701149,0.27472527472527475,0.7808988764044944,1.0,1.0,60
AAPL,frozen,test,old_body,178,0.5174308450170519,0.041750263492643866,0.2587278548675218,0.5112359550561798,0.7931034482758621,0.24175824175824176,0.7752808988764045,1.0,1.0,60
AAPL,frozen,test,old_semantic,178,0.5671340154098775,0.15225387872362858,0.28557810785631715,0.5617977528089888,0.8045977011494253,0.32967032967032966,0.7359550561797753,1.0,1.0,60
AAPL,frozen,test,body,178,0.5409245926487305,0.10654750057409242,0.28005015865878996,0.5337078651685393,0.8620689655172413,0.21978021978021978,0.8202247191011236,1.0,1.0,60
AAPL,frozen,test,semantic,178,0.5179360869016041,0.044641892260775445,0.2720273876456652,0.5112359550561798,0.8160919540229885,0.21978021978021978,0.797752808988764,1.0,1.0,60
AAPL,frozen,test,joint_body,178,0.5052418845522294,0.04071159506461161,0.3250908381062325,0.4943820224719101,0.9885057471264368,0.02197802197802198,0.9831460674157303,1.0,1.0,60
AAPL,frozen,test,joint_semantic,178,0.5179360869016041,0.044641892260775445,0.2720273876456652,0.5112359550561798,0.8160919540229885,0.21978021978021978,0.797752808988764,1.0,1.0,60
AAPL,frozen,test,static,178,0.5179360869016041,0.044641892260775445,0.2720273876456652,0.5112359550561798,0.8160919540229885,0.21978021978021978,0.797752808988764,1.0,1.0,60
AAPL,frozen,test,gate,178,0.5179360869016041,0.044641892260775445,0.2720273876456652,0.5112359550561798,0.8160919540229885,0.21978021978021978,0.797752808988764,1.0,1.0,60
AAPL,frozen,test,price_cal,178,0.5296829607174435,0.07727982294725838,0.2712132377358432,0.5224719101123596,0.8505747126436781,0.2087912087912088,0.8202247191011236,1.0,1.0,60
AAPL,frozen,test,static_cal,178,0.5296829607174435,0.07727982294725838,0.2712132377358432,0.5224719101123596,0.8505747126436781,0.2087912087912088,0.8202247191011236,1.0,1.0,60
AAPL,frozen,test,gate_cal,178,0.5296829607174435,0.07727982294725838,0.2712132377358432,0.5224719101123596,0.8505747126436781,0.2087912087912088,0.8202247191011236,1.0,1.0,60
AAPL,frozen,test,selected_system,178,0.5189465706707086,0.05202550290923069,0.26935835529561597,0.5112359550561798,0.8620689655172413,0.17582417582417584,0.8426966292134831,1.0,1.0,60
AAPL,frozen,test,constant,178,0.5,0.0,0.25,0.4887640449438202,1.0,0.0,1.0,1.0,1.0,60
AAPL,frozen,test,prior,178,0.5,0.0,0.25841119540650737,0.4887640449438202,1.0,0.0,1.0,1.0,1.0,60
AAPL,frozen,test,online_weights,178,0.5349248452696729,0.08785020270628918,0.27303546177001686,0.5280898876404494,0.8390804597701149,0.23076923076923078,0.8033707865168539,1.0,1.0,60
AAPL,frozen,test,online_price,178,0.517683465959328,0.04314414756838928,0.2724738352601474,0.5112359550561798,0.8045977011494253,0.23076923076923078,0.7865168539325843,1.0,1.0,60
AAPL,frozen,test,online_title,178,0.5186939497284324,0.04992521036968863,0.2693657618874752,0.5112359550561798,0.8505747126436781,0.18681318681318682,0.8314606741573034,1.0,1.0,60
AAPL,frozen,validation,title,126,0.513184584178499,0.03847044203651039,0.2596417182572782,0.48412698412698413,0.8793103448275862,0.14705882352941177,0.8650793650793651,1.0,0.9841269841269841,42
AAPL,frozen,validation,price,126,0.4959432048681542,-0.011300894898119541,0.2615228263904922,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,old_integrated,126,0.5352434077079107,0.09614095068630828,0.2528756094154878,0.5079365079365079,0.8793103448275862,0.19117647058823528,0.8412698412698413,1.0,0.9841269841269841,42
AAPL,frozen,validation,old_body,126,0.5879817444219066,0.2199177715434481,0.24959625894706178,0.5634920634920635,0.896551724137931,0.27941176470588236,0.8015873015873016,1.0,0.9841269841269841,42
AAPL,frozen,validation,old_semantic,126,0.532707910750507,0.08303200901423632,0.2867019098571284,0.5079365079365079,0.8448275862068966,0.22058823529411764,0.8095238095238095,1.0,0.9841269841269841,42
AAPL,frozen,validation,body,126,0.48859026369168357,-0.03250318546827148,0.2715584686020434,0.4603174603174603,0.8448275862068966,0.1323529411764706,0.8571428571428571,1.0,0.9841269841269841,42
AAPL,frozen,validation,semantic,126,0.4959432048681542,-0.011300894898119541,0.2615228263904922,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,joint_body,126,0.5060851926977687,0.0397886863775013,0.3218804195763492,0.46825396825396826,0.9827586206896551,0.029411764705882353,0.9761904761904762,1.0,0.9841269841269841,42
AAPL,frozen,validation,joint_semantic,126,0.4959432048681542,-0.011300894898119541,0.2615228263904922,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,static,126,0.4959432048681542,-0.011300894898119541,0.2615228263904922,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,gate,126,0.4959432048681542,-0.011300894898119541,0.2615228263904922,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,price_cal,126,0.4911257606490872,-0.028148584319440312,0.2632269702414106,0.4603174603174603,0.8793103448275862,0.10294117647058823,0.8888888888888888,1.0,0.9841269841269841,42
AAPL,frozen,validation,static_cal,126,0.4911257606490872,-0.028148584319440312,0.2632269702414106,0.4603174603174603,0.8793103448275862,0.10294117647058823,0.8888888888888888,1.0,0.9841269841269841,42
AAPL,frozen,validation,gate_cal,126,0.4911257606490872,-0.028148584319440312,0.2632269702414106,0.4603174603174603,0.8793103448275862,0.10294117647058823,0.8888888888888888,1.0,0.9841269841269841,42
AAPL,frozen,validation,selected_system,126,0.513184584178499,0.03847044203651039,0.2596417182572782,0.48412698412698413,0.8793103448275862,0.14705882352941177,0.8650793650793651,1.0,0.9841269841269841,42
AAPL,frozen,validation,constant,126,0.5,0.0,0.25,0.4603174603174603,1.0,0.0,1.0,1.0,0.9841269841269841,42
AAPL,frozen,validation,prior,126,0.5,0.0,0.2630287772797242,0.4603174603174603,1.0,0.0,1.0,1.0,0.9841269841269841,42
AAPL,frozen,validation,online_weights,126,0.4959432048681542,-0.011300894898119541,0.2629101865967392,0.46825396825396826,0.8448275862068966,0.14705882352941177,0.8492063492063492,1.0,0.9841269841269841,42
AAPL,frozen,validation,online_price,126,0.49721095334685594,-0.008137978123107967,0.262416778998354,0.46825396825396826,0.8620689655172413,0.1323529411764706,0.8650793650793651,1.0,0.9841269841269841,42
