phase,symbol,period,method,n,BA,MCC,Brier,ECE10,pred_up,up_rate,constant,source,scope,invalid_n,news_ratio,days
frozen,AAPL,2018-09,F2,57,0.5843596059113301,0.2137308899517661,0.2434244635292674,0.1429129333574691,0.8070175438596491,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AAPL,2018-09,F3,57,0.6016009852216749,0.2491776293506327,0.2461162990471983,0.0899099399134261,0.7894736842105263,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AAPL,2018-09,F4,57,0.5332512315270936,0.108331568687379,0.2489477604103334,0.0743803731940126,0.8947368421052632,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AAPL,2018-09,F5,57,0.5332512315270936,0.108331568687379,0.2489477604103334,0.0743803731940126,0.8947368421052632,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AAPL,2018-09,F6,57,0.5344827586206896,0.1873758732290221,0.2487758748770904,0.094330378210844,0.9649122807017544,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,R0,69,0.514102564102564,0.0436728061552945,0.2687625880355307,0.1656075716887211,0.8840579710144928,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,R1,69,0.5153846153846154,0.0369800130816819,0.2500853642405228,0.1206358690715198,0.782608695652174,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,R2,69,0.5282051282051282,0.0662602512812535,0.2629776635685789,0.1637350315363661,0.7681159420289855,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,S2,69,0.5205128205128204,0.044826545174442,0.2696822624606084,0.1528344124903072,0.7101449275362319,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,S3,69,0.5538461538461539,0.1215783580010781,0.2576241003138512,0.1214313037379996,0.7391304347826086,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,title,69,0.5102564102564102,0.0288863257869647,0.2694802385227657,0.1701567208245251,0.855072463768116,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,body,69,0.5615384615384615,0.1517134898978433,0.253162180420804,0.1042055293802994,0.7971014492753623,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,semantic,69,0.5064102564102564,0.0167675757621986,0.3107541368019272,0.2592589846151019,0.8260869565217391,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,llm,69,0.3794871794871794,-0.3547801373653066,0.2831929822057004,0.2595537635295252,0.8695652173913043,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F0,69,0.5102564102564102,0.0288863257869647,0.2694802385227657,0.1701567208245251,0.855072463768116,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F1,69,0.5615384615384615,0.1517134898978433,0.253162180420804,0.1042055293802994,0.7971014492753623,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F2,69,0.5064102564102564,0.0167675757621986,0.3107541368019272,0.2592589846151019,0.8260869565217391,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F3,69,0.5615384615384615,0.1517134898978433,0.253162180420804,0.1042055293802994,0.7971014492753623,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F4,69,0.5230769230769231,0.0625015070954053,0.2589338928273453,0.1164258599133355,0.8405797101449275,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F5,69,0.5230769230769231,0.0625015070954053,0.2589338928273453,0.1164258599133355,0.8405797101449275,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-10,F6,69,0.4756410256410256,-0.0931551641906374,0.2643347671661322,0.1549003849789482,0.927536231884058,0.4347826086956521,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,R0,60,0.5044493882091212,0.0130816786283501,0.2686020642974647,0.1534575738880092,0.8666666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,R1,60,0.5261401557285873,0.0579774785097315,0.2540366185484385,0.0890532738149311,0.7166666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,R2,60,0.5411568409343714,0.0972543286354588,0.2660704325649802,0.2073515781718964,0.7666666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,S2,60,0.4421579532814237,-0.1307275625925822,0.2724858053325597,0.1666655517459645,0.7333333333333333,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,S3,60,0.4110122358175751,-0.1886666522546312,0.2661301437887903,0.167639430014312,0.6666666666666666,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,title,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.1456159567493816,0.8833333333333333,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,body,60,0.5066740823136818,0.0166759336491267,0.2555355122588828,0.0961185680296844,0.8,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,semantic,60,0.6262513904338154,0.280018885568278,0.250491603937426,0.1516297839178808,0.7166666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,llm,60,0.5339265850945495,0.067853170189099,0.2413598344957407,0.0999935244761942,0.4833333333333333,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F0,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.1456159567493816,0.8833333333333333,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F1,60,0.5066740823136818,0.0166759336491267,0.2555355122588828,0.0961185680296844,0.8,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F2,60,0.6262513904338154,0.280018885568278,0.250491603937426,0.1516297839178808,0.7166666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F3,60,0.5066740823136818,0.0166759336491267,0.2555355122588828,0.0961185680296844,0.8,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F4,60,0.5561735261401557,0.1450932288115473,0.2488720353669778,0.0651143647190738,0.8166666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F5,60,0.5561735261401557,0.1450932288115473,0.2488720353669778,0.0651143647190738,0.8166666666666667,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-11,F6,60,0.4949944382647386,-0.0104886770295362,0.2440344447697137,0.0864421777047747,0.65,0.5166666666666667,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,R0,53,0.5712074303405573,0.1487684078018681,0.2831349023375363,0.206815965298112,0.6981132075471698,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,R1,53,0.6385448916408669,0.2949846002743204,0.2539593694555985,0.1680967959072427,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,R2,53,0.5565015479876161,0.1203009822347787,0.2791481528579243,0.2509859080752106,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,S2,53,0.5773993808049536,0.1506577765399157,0.2492317750639931,0.1625348532772436,0.5849056603773585,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,S3,53,0.5952012383900929,0.1826502606799202,0.2464191338566451,0.1546555618274336,0.5094339622641509,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,title,53,0.5681114551083591,0.1518324994289076,0.2823659995609092,0.2269741982837263,0.7547169811320755,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,body,53,0.5565015479876161,0.1203009822347787,0.2596946425076442,0.1858269098179601,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,semantic,53,0.5007739938080495,0.0016837880371435,0.3342213897787733,0.2935778148734264,0.7358490566037735,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,llm,53,0.445046439628483,-0.1225012211301414,0.2786845667902146,0.2314668585955382,0.7547169811320755,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F0,53,0.5681114551083591,0.1518324994289076,0.2823659995609092,0.2269741982837263,0.7547169811320755,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F1,53,0.5565015479876161,0.1203009822347787,0.2596946425076442,0.1858269098179601,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F2,53,0.5007739938080495,0.0016837880371435,0.3342213897787733,0.2935778148734264,0.7358490566037735,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F3,53,0.5565015479876161,0.1203009822347787,0.2596946425076442,0.1858269098179601,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F4,53,0.4976780185758513,-0.0054914117411664,0.2620564346422356,0.1963952790907182,0.7924528301886793,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F5,53,0.4976780185758513,-0.0054914117411664,0.2620564346422356,0.1963952790907182,0.7924528301886793,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2018-12,F6,53,0.5154798761609907,0.0329591732150078,0.26271592243784,0.1850312068597285,0.7169811320754716,0.3584905660377358,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,R0,63,0.4688149688149688,-0.0781966239492789,0.262109176335923,0.1669304000183763,0.8095238095238095,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,R1,63,0.485966735966736,-0.0305867771357319,0.2548667163999792,0.0900955528772607,0.7142857142857143,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,R2,63,0.4475051975051975,-0.1187476209389352,0.2661344035839981,0.1536240027151793,0.746031746031746,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,S2,63,0.4397089397089397,-0.1293502625266023,0.2850866722623497,0.1821058699623535,0.6984126984126984,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,S3,63,0.4261954261954261,-0.1561174980900043,0.270507795788667,0.1633228468092876,0.6825396825396826,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,title,63,0.4573804573804574,-0.1260375574400975,0.2581657890924156,0.1134496369521785,0.873015873015873,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,body,63,0.488045738045738,-0.0290859746771016,0.2562052317762968,0.0759413264685575,0.7936507936507936,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,semantic,63,0.5784823284823285,0.1775335718988042,0.2725644790519098,0.1827097550397007,0.746031746031746,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,llm,63,0.4495841995841996,-0.1307633938684227,0.2492977157231195,0.0781024799281161,0.8253968253968254,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F0,63,0.4573804573804574,-0.1260375574400975,0.2581657890924156,0.1134496369521785,0.873015873015873,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F1,63,0.488045738045738,-0.0290859746771016,0.2562052317762968,0.0759413264685575,0.7936507936507936,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F2,63,0.5784823284823285,0.1775335718988042,0.2725644790519098,0.1827097550397007,0.746031746031746,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F3,63,0.488045738045738,-0.0290859746771016,0.2562052317762968,0.0759413264685575,0.7936507936507936,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F4,63,0.4823284823284823,-0.0458345916652203,0.2526338277260447,0.0601184075560164,0.8253968253968254,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F5,63,0.4823284823284823,-0.0458345916652203,0.2526338277260447,0.0601184075560164,0.8253968253968254,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-01,F6,63,0.4688149688149688,-0.0781966239492789,0.2493531656004298,0.0468212055061653,0.8095238095238095,0.5873015873015873,False,nextgen_fusion,,,,
frozen,AAPL,2019-02,R0,2,,0.0,0.392861605013976,0.6243694009933387,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,R1,2,,0.0,0.3846307444858184,0.6201019781604094,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,R2,2,,0.0,0.4322637828003607,0.657415771579194,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,S2,2,,0.0,0.2583280605525054,0.503698132726929,0.5,0.0,False,nextgen_fusion,,,,
frozen,AAPL,2019-02,S3,2,,0.0,0.3029582939986619,0.5489738882298336,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,title,2,,0.0,0.3907109209162276,0.6230884319634455,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,body,2,,0.0,0.4083408880370367,0.6386995002375138,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,semantic,2,,0.0,0.4590555618167934,0.675747797886278,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,llm,2,,0.0,0.3482270983293428,0.5898983005531078,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F0,2,,0.0,0.3907109209162276,0.6230884319634455,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F1,2,,0.0,0.4083408880370367,0.6386995002375138,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F2,2,,0.0,0.4590555618167934,0.675747797886278,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F3,2,,0.0,0.4083408880370367,0.6386995002375138,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F4,2,,0.0,0.3928623073611317,0.6264992003164123,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F5,2,,0.0,0.3928623073611317,0.6264992003164123,1.0,0.0,True,nextgen_fusion,,,,
frozen,AAPL,2019-02,F6,2,,0.0,0.3661932730427156,0.6050001393567586,1.0,0.0,True,nextgen_fusion,,,,
frozen,AMZN,2018-09,R0,57,0.5283251231527094,0.0581747404689991,0.2469464379660223,0.1692424490253387,0.6140350877192983,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,R1,57,0.4759852216748768,-0.0497766534031833,0.2634883231944344,0.2070110774014028,0.631578947368421,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,R2,57,0.4612068965517241,-0.0951405493884234,0.2803046256255073,0.1362475686057462,0.7894736842105263,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,S2,57,0.583743842364532,0.199555122005922,0.2608591097345153,0.1360159369134009,0.7719298245614035,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,S3,57,0.6545566502463054,0.3915799516634548,0.2463012015523941,0.1935068546756739,0.8070175438596491,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,title,57,0.4217980295566502,-0.1569850101606835,0.2784089890638216,0.2242302363254501,0.543859649122807,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,body,57,0.4716748768472906,-0.0581747404689991,0.2553051922206057,0.1603460663335992,0.3859649122807017,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,semantic,57,0.4199507389162561,-0.1612947917702761,0.2759682940694396,0.2297485212954975,0.4385964912280701,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,llm,57,0.4427339901477832,-0.1300273343211129,0.2612437171319978,0.1339749065329812,0.7368421052631579,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F0,57,0.4217980295566502,-0.1569850101606835,0.2784089890638216,0.2242302363254501,0.543859649122807,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F1,57,0.4716748768472906,-0.0581747404689991,0.2553051922206057,0.1603460663335992,0.3859649122807017,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F2,57,0.4199507389162561,-0.1612947917702761,0.2759682940694396,0.2297485212954975,0.4385964912280701,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F3,57,0.4716748768472906,-0.0581747404689991,0.2553051922206057,0.1603460663335992,0.3859649122807017,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F4,57,0.437807881773399,-0.1248463466632208,0.2549040940821123,0.1392947288208815,0.4561403508771929,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F5,57,0.437807881773399,-0.1248463466632208,0.2549040940821123,0.1392947288208815,0.4561403508771929,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-09,F6,57,0.4944581280788177,-0.0119205402574847,0.2579996889595012,0.1274747635801211,0.6842105263157895,0.4912280701754385,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,R0,69,0.4732142857142857,-0.0505076272276105,0.2743801625540145,0.2807820646405816,0.6086956521739131,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,R1,69,0.5416666666666666,0.0785674201318386,0.2788264595358372,0.2550149046933337,0.6086956521739131,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,R2,69,0.5773809523809523,0.1770716237170385,0.2770739338325669,0.263729752889439,0.7971014492753623,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,S2,69,0.5997023809523809,0.1893410972601538,0.2636779073172881,0.253684915636478,0.6231884057971014,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,S3,69,0.5476190476190476,0.0952380952380952,0.2600156914013321,0.2467426968497899,0.6956521739130435,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,title,69,0.5520833333333333,0.0976086011803788,0.2647896263293537,0.2504914331424233,0.5942028985507246,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,body,69,0.65625,0.2890730751633232,0.2422068069795061,0.213965528570984,0.4492753623188406,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,semantic,69,0.5446428571428572,0.0862581949177942,0.3155653486629532,0.317090815861884,0.6521739130434783,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,llm,69,0.5059523809523809,0.012712320904523,0.2741215244419333,0.261202979531739,0.7536231884057971,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F0,69,0.5520833333333333,0.0976086011803788,0.2647896263293537,0.2504914331424233,0.5942028985507246,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F1,69,0.65625,0.2890730751633232,0.2422068069795061,0.213965528570984,0.4492753623188406,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F2,69,0.5446428571428572,0.0862581949177942,0.3155653486629532,0.317090815861884,0.6521739130434783,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F3,69,0.65625,0.2890730751633232,0.2422068069795061,0.213965528570984,0.4492753623188406,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F4,69,0.6279761904761905,0.2361639416505138,0.2485969600478766,0.2235778613341482,0.5362318840579711,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F5,69,0.6279761904761905,0.2361639416505138,0.2485969600478766,0.2235778613341482,0.5362318840579711,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-10,F6,69,0.5416666666666666,0.0785674201318386,0.2710730429478933,0.2673562364235314,0.6086956521739131,0.3043478260869565,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,R0,60,0.5208333333333334,0.0411926277285817,0.2665919723136425,0.2060310681613166,0.5666666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,R1,60,0.5277777777777778,0.0559782846375239,0.2844212127969923,0.1547705794961582,0.6166666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,R2,60,0.4652777777777778,-0.0785674201318386,0.2759635650942718,0.1259561006707389,0.75,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,S2,60,0.5,0.0,0.2769480009531476,0.1406224741968147,0.5833333333333334,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,S3,60,0.5,0.0,0.262452805151371,0.0857301460711169,0.6666666666666666,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,title,60,0.5347222222222222,0.0690065559342354,0.2698376660381166,0.174027483627208,0.5833333333333334,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,body,60,0.5138888888888888,0.0272316856165792,0.267106988666287,0.1863267856348421,0.5166666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,semantic,60,0.5694444444444444,0.1443375672974064,0.2696937342779578,0.1689284772936587,0.6666666666666666,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,llm,60,0.5972222222222222,0.2802242691589025,0.2306832696011695,0.1338311677722246,0.8666666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F0,60,0.5347222222222222,0.0690065559342354,0.2698376660381166,0.174027483627208,0.5833333333333334,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F1,60,0.5138888888888888,0.0272316856165792,0.267106988666287,0.1863267856348421,0.5166666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F2,60,0.5694444444444444,0.1443375672974064,0.2696937342779578,0.1689284772936587,0.6666666666666666,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F3,60,0.5138888888888888,0.0272316856165792,0.267106988666287,0.1863267856348421,0.5166666666666667,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F4,60,0.4930555555555556,-0.0136386181397495,0.2554945898701889,0.1982755514482577,0.5333333333333333,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F5,60,0.4930555555555556,-0.0136386181397495,0.2554945898701889,0.1982755514482577,0.5333333333333333,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-11,F6,60,0.5555555555555556,0.1141227980029101,0.2516044727982864,0.1731612433991286,0.65,0.6,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,R0,54,0.4203007518796992,-0.1576306209125315,0.2713014992300027,0.3406966023709148,0.6296296296296297,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,R1,54,0.5323308270676692,0.0619282246143794,0.2584394215807982,0.2753783852806192,0.5370370370370371,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,R2,54,0.5015037593984962,0.002974162658727,0.2588206321054422,0.2279452942120433,0.6296296296296297,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,S2,54,0.5345864661654135,0.0661121558623831,0.2578230085391992,0.2337692521926969,0.4814814814814814,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,S3,54,0.5037593984962406,0.0072613006151302,0.2525468197300168,0.2082397712601935,0.5740740740740741,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,title,54,0.556390977443609,0.1104800401588832,0.2500141958804222,0.2519011092459605,0.6111111111111112,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,body,54,0.606015037593985,0.2077024754987004,0.2318324124176534,0.2077590501940422,0.3888888888888889,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,semantic,54,0.544360902255639,0.0856833472585364,0.2564036519905897,0.2566488806326726,0.5740740740740741,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,llm,54,0.5616541353383459,0.1515921426625398,0.2493783485482104,0.2597767219563769,0.8148148148148148,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F0,54,0.556390977443609,0.1104800401588832,0.2500141958804222,0.2519011092459605,0.6111111111111112,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F1,54,0.606015037593985,0.2077024754987004,0.2318324124176534,0.2077590501940422,0.3888888888888889,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F2,54,0.544360902255639,0.0856833472585364,0.2564036519905897,0.2566488806326726,0.5740740740740741,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F3,54,0.606015037593985,0.2077024754987004,0.2318324124176534,0.2077590501940422,0.3888888888888889,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F4,54,0.6037593984962406,0.1994352929905475,0.2337092559002778,0.2149173676583987,0.4444444444444444,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F5,54,0.6037593984962406,0.1994352929905475,0.2337092559002778,0.2149173676583987,0.4444444444444444,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2018-12,F6,54,0.5037593984962406,0.0072613006151302,0.2480920918513956,0.261307686266584,0.5740740740740741,0.3518518518518518,False,nextgen_fusion,,,,
frozen,AMZN,2019-01,R0,63,0.4289473684210526,-0.1538967528127731,0.2665853638699877,0.1850359643018885,0.7142857142857143,0.6031746031746031,False,nextgen_fusion,,,,
frozen,AMZN,2019-01,R1,63,0.4426315789473684,-0.1177501384724504,0.272779513025182,0.2285156426916894,0.6507936507936508,0.6031746031746031,False,nextgen_fusion,,,,
frozen,AMZN,2019-01,R2,63,0.5078947368421053,0.0196722368841158,0.2478027262986473,0.0877528412858325,0.8095238095238095,0.6031746031746031,False,nextgen_fusion,,,,
