phase,symbol,month,method,n,BA,MCC,Brier,pred_up,up_rate,constant
development,AAPL,2018-10,D2,69,0.5615384615384615,0.15171348989784333,0.253162180420804,0.7971014492753623,0.43478260869565216,False
development,AAPL,2018-10,D3,69,0.5615384615384615,0.15171348989784333,0.253162180420804,0.7971014492753623,0.43478260869565216,False
development,AAPL,2018-10,D4,69,0.5615384615384615,0.15171348989784333,0.253162180420804,0.7971014492753623,0.43478260869565216,False
development,AMZN,2018-09,F0,57,0.42179802955665024,-0.15698501016068359,0.2784089890638216,0.543859649122807,0.49122807017543857,False
development,AMZN,2018-09,R1,57,0.47598522167487683,-0.04977665340318334,0.26348832319443444,0.631578947368421,0.49122807017543857,False
development,AMZN,2018-09,F1,57,0.4716748768472906,-0.05817474046899912,0.2553051922206057,0.38596491228070173,0.49122807017543857,False
development,AMZN,2018-09,F2,57,0.41995073891625617,-0.16129479177027617,0.2759682940694396,0.43859649122807015,0.49122807017543857,False
development,AMZN,2018-09,F6,57,0.4944581280788177,-0.011920540257484747,0.2579996889595012,0.6842105263157895,0.49122807017543857,False
development,AMZN,2018-09,D0,57,0.47598522167487683,-0.04977665340318334,0.26348832319443444,0.631578947368421,0.49122807017543857,False
development,AMZN,2018-09,D1,57,0.4716748768472906,-0.05817474046899912,0.2553051922206057,0.38596491228070173,0.49122807017543857,False
development,AMZN,2018-09,D2,57,0.4716748768472906,-0.05817474046899912,0.2553051922206057,0.38596491228070173,0.49122807017543857,False
development,AMZN,2018-09,D3,57,0.4716748768472906,-0.05817474046899912,0.2553051922206057,0.38596491228070173,0.49122807017543857,False
development,AMZN,2018-09,D4,57,0.4716748768472906,-0.05817474046899912,0.2553051922206057,0.38596491228070173,0.49122807017543857,False
development,AMZN,2018-10,F0,69,0.5520833333333333,0.0976086011803788,0.2647896263293537,0.5942028985507246,0.30434782608695654,False
development,AMZN,2018-10,R1,69,0.5416666666666666,0.07856742013183861,0.2788264595358372,0.6086956521739131,0.30434782608695654,False
development,AMZN,2018-10,F1,69,0.65625,0.2890730751633232,0.24220680697950617,0.4492753623188406,0.30434782608695654,False
development,AMZN,2018-10,F2,69,0.5446428571428572,0.08625819491779428,0.31556534866295327,0.6521739130434783,0.30434782608695654,False
development,AMZN,2018-10,F6,69,0.5416666666666666,0.07856742013183861,0.27107304294789336,0.6086956521739131,0.30434782608695654,False
development,AMZN,2018-10,D0,69,0.5416666666666666,0.07856742013183861,0.2788264595358372,0.6086956521739131,0.30434782608695654,False
development,AMZN,2018-10,D1,69,0.65625,0.2890730751633232,0.24220680697950617,0.4492753623188406,0.30434782608695654,False
development,AMZN,2018-10,D2,69,0.65625,0.2890730751633232,0.24220680697950617,0.4492753623188406,0.30434782608695654,False
development,AMZN,2018-10,D3,69,0.65625,0.2890730751633232,0.24220680697950617,0.4492753623188406,0.30434782608695654,False
development,AMZN,2018-10,D4,69,0.65625,0.2890730751633232,0.24220680697950617,0.4492753623188406,0.30434782608695654,False
later,AAPL,2018-11,F0,60,0.5205784204671857,0.0640670789510079,0.2655753785206136,0.8833333333333333,0.5166666666666667,False
later,AAPL,2018-11,R1,60,0.5261401557285873,0.05797747850973157,0.25403661854843856,0.7166666666666667,0.5166666666666667,False
later,AAPL,2018-11,F1,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.8,0.5166666666666667,False
later,AAPL,2018-11,F2,60,0.6262513904338154,0.28001888556827803,0.25049160393742603,0.7166666666666667,0.5166666666666667,False
later,AAPL,2018-11,F6,60,0.4949944382647386,-0.010488677029536228,0.24403444476971378,0.65,0.5166666666666667,False
later,AAPL,2018-11,D0,60,0.5261401557285873,0.05797747850973157,0.25403661854843856,0.7166666666666667,0.5166666666666667,False
later,AAPL,2018-11,D1,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.8,0.5166666666666667,False
later,AAPL,2018-11,D2,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.8,0.5166666666666667,False
later,AAPL,2018-11,D3,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.8,0.5166666666666667,False
later,AAPL,2018-11,D4,60,0.5066740823136818,0.01667593364912675,0.2555355122588828,0.8,0.5166666666666667,False
later,AAPL,2018-12,F0,53,0.5681114551083591,0.15183249942890767,0.28236599956090924,0.7547169811320755,0.3584905660377358,False
later,AAPL,2018-12,R1,53,0.6385448916408669,0.2949846002743204,0.25395936945559855,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,F1,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,F2,53,0.5007739938080495,0.0016837880371435127,0.3342213897787733,0.7358490566037735,0.3584905660377358,False
later,AAPL,2018-12,F6,53,0.5154798761609907,0.03295917321500787,0.26271592243784,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,D0,53,0.6385448916408669,0.2949846002743204,0.25395936945559855,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,D1,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,D2,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,D3,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.7169811320754716,0.3584905660377358,False
later,AAPL,2018-12,D4,53,0.5565015479876161,0.12030098223477871,0.2596946425076442,0.7169811320754716,0.3584905660377358,False
later,AAPL,2019-01,F0,63,0.4573804573804574,-0.12603755744009754,0.2581657890924156,0.873015873015873,0.5873015873015873,False
later,AAPL,2019-01,R1,63,0.485966735966736,-0.030586777135731963,0.25486671639997927,0.7142857142857143,0.5873015873015873,False
later,AAPL,2019-01,F1,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.7936507936507936,0.5873015873015873,False
later,AAPL,2019-01,F2,63,0.5784823284823285,0.1775335718988042,0.2725644790519098,0.746031746031746,0.5873015873015873,False
later,AAPL,2019-01,F6,63,0.4688149688149688,-0.0781966239492789,0.24935316560042986,0.8095238095238095,0.5873015873015873,False
later,AAPL,2019-01,D0,63,0.485966735966736,-0.030586777135731963,0.25486671639997927,0.7142857142857143,0.5873015873015873,False
later,AAPL,2019-01,D1,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.7936507936507936,0.5873015873015873,False
later,AAPL,2019-01,D2,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.7936507936507936,0.5873015873015873,False
later,AAPL,2019-01,D3,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.7936507936507936,0.5873015873015873,False
later,AAPL,2019-01,D4,63,0.48804573804573803,-0.029085974677101674,0.25620523177629684,0.7936507936507936,0.5873015873015873,False
later,AAPL,2019-02,F0,2,,,0.3907109209162276,1.0,0.0,True
later,AAPL,2019-02,R1,2,,,0.3846307444858184,1.0,0.0,True
later,AAPL,2019-02,F1,2,,,0.4083408880370367,1.0,0.0,True
later,AAPL,2019-02,F2,2,,,0.4590555618167934,1.0,0.0,True
later,AAPL,2019-02,F6,2,,,0.36619327304271565,1.0,0.0,True
later,AAPL,2019-02,D0,2,,,0.3846307444858184,1.0,0.0,True
later,AAPL,2019-02,D1,2,,,0.4083408880370367,1.0,0.0,True
later,AAPL,2019-02,D2,2,,,0.4083408880370367,1.0,0.0,True
later,AAPL,2019-02,D3,2,,,0.4083408880370367,1.0,0.0,True
later,AAPL,2019-02,D4,2,,,0.4083408880370367,1.0,0.0,True
later,AMZN,2018-11,F0,60,0.5347222222222222,0.06900655593423542,0.26983766603811665,0.5833333333333334,0.6,False
later,AMZN,2018-11,R1,60,0.5277777777777778,0.055978284637523995,0.2844212127969923,0.6166666666666667,0.6,False
later,AMZN,2018-11,F1,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.6,False
later,AMZN,2018-11,F2,60,0.5694444444444444,0.14433756729740643,0.26969373427795784,0.6666666666666666,0.6,False
later,AMZN,2018-11,F6,60,0.5555555555555556,0.11412279800291011,0.2516044727982864,0.65,0.6,False
later,AMZN,2018-11,D0,60,0.5277777777777778,0.055978284637523995,0.2844212127969923,0.6166666666666667,0.6,False
later,AMZN,2018-11,D1,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.6,False
later,AMZN,2018-11,D2,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.6,False
later,AMZN,2018-11,D3,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.6,False
later,AMZN,2018-11,D4,60,0.5138888888888888,0.02723168561657922,0.267106988666287,0.5166666666666667,0.6,False
later,AMZN,2018-12,F0,54,0.556390977443609,0.11048004015888321,0.25001419588042223,0.6111111111111112,0.35185185185185186,False
later,AMZN,2018-12,R1,54,0.5323308270676692,0.061928224614379454,0.2584394215807982,0.5370370370370371,0.35185185185185186,False
